Scenario;Area;Year;Age;Years
SSP4;Argentina;2050;25+;10.52
SSP4;Argentina;2055;25+;10.54
SSP4;Argentina;2060;25+;10.56
SSP4;Argentina;2065;25+;10.56
SSP4;Argentina;2070;25+;10.56
SSP4;Argentina;2075;25+;10.56
SSP4;Argentina;2080;25+;10.56
SSP4;Argentina;2085;25+;10.57
SSP4;Argentina;2090;25+;10.58
SSP4;Argentina;2095;25+;10.6
SSP4;Argentina;2100;25+;10.62
SSP4;Armenia;2020;25+;11.02
SSP4;Armenia;2025;25+;11.23
SSP4;Armenia;2030;25+;11.36
SSP4;Armenia;2035;25+;11.46
SSP4;Armenia;2040;25+;11.58
SSP4;Armenia;2045;25+;11.7
SSP4;Armenia;2050;25+;11.82
SSP4;Armenia;2055;25+;11.94
SSP4;Armenia;2060;25+;12.05
SSP4;Armenia;2065;25+;12.18
SSP4;Armenia;2070;25+;12.3
SSP4;Armenia;2075;25+;12.44
SSP4;Armenia;2080;25+;12.57
SSP4;Armenia;2085;25+;12.69
SSP4;Armenia;2090;25+;12.8
SSP4;Armenia;2095;25+;12.89
SSP4;Armenia;2100;25+;12.98
SSP4;Aruba;2020;25+;9.14
SSP4;Aruba;2025;25+;9.4
SSP4;Aruba;2030;25+;9.63
SSP4;Aruba;2035;25+;9.82
SSP4;Aruba;2040;25+;9.99
SSP4;Aruba;2045;25+;10.13
SSP4;Aruba;2050;25+;10.25
SSP4;Aruba;2055;25+;10.34
SSP4;Aruba;2060;25+;10.43
SSP4;Aruba;2065;25+;10.5
SSP4;Aruba;2070;25+;10.57
SSP4;Aruba;2075;25+;10.64
SSP4;Aruba;2080;25+;10.7
SSP4;Aruba;2085;25+;10.76
SSP4;Aruba;2090;25+;10.84
SSP4;Aruba;2095;25+;10.92
SSP4;Aruba;2100;25+;11.01
SSP4;Australia;2020;25+;12.92
SSP4;Australia;2025;25+;13.09
SSP4;Australia;2030;25+;13.19
SSP4;Australia;2035;25+;13.23
SSP4;Australia;2040;25+;13.26
SSP4;Australia;2045;25+;13.29
SSP4;Australia;2050;25+;13.32
SSP4;Australia;2055;25+;13.34
SSP4;Australia;2060;25+;13.36
SSP4;Australia;2065;25+;13.37
SSP4;Australia;2070;25+;13.37
SSP4;Australia;2075;25+;13.35
SSP4;Australia;2080;25+;13.32
SSP4;Australia;2085;25+;13.29
SSP4;Australia;2090;25+;13.26
SSP4;Australia;2095;25+;13.24
SSP4;Australia;2100;25+;13.23
SSP4;Austria;2020;25+;11.58
SSP4;Austria;2025;25+;11.74
SSP4;Austria;2030;25+;11.83
SSP4;Austria;2035;25+;11.87
SSP4;Austria;2040;25+;11.9
SSP4;Austria;2045;25+;11.92
SSP4;Austria;2050;25+;11.94
SSP4;Austria;2055;25+;11.95
SSP4;Austria;2060;25+;11.95
SSP4;Austria;2065;25+;11.95
SSP4;Austria;2070;25+;11.96
SSP4;Austria;2075;25+;11.96
SSP4;Austria;2080;25+;11.96
SSP4;Austria;2085;25+;11.97
SSP4;Austria;2090;25+;11.97
SSP4;Austria;2095;25+;11.97
SSP4;Austria;2100;25+;11.99
SSP4;Azerbaijan;2020;25+;11.01
SSP4;Azerbaijan;2025;25+;11.13
SSP4;Azerbaijan;2030;25+;11.19
SSP4;Azerbaijan;2035;25+;11.21
SSP4;Azerbaijan;2040;25+;11.23
SSP4;Azerbaijan;2045;25+;11.27
SSP4;Azerbaijan;2050;25+;11.31
SSP4;Azerbaijan;2055;25+;11.34
SSP4;Azerbaijan;2060;25+;11.38
SSP4;Azerbaijan;2065;25+;11.4
SSP4;Azerbaijan;2070;25+;11.42
SSP4;Azerbaijan;2075;25+;11.43
SSP4;Azerbaijan;2080;25+;11.45
SSP4;Azerbaijan;2085;25+;11.47
SSP4;Azerbaijan;2090;25+;11.51
SSP4;Azerbaijan;2095;25+;11.57
SSP4;Azerbaijan;2100;25+;11.64
SSP4;Bahamas;2020;25+;12.75
SSP4;Bahamas;2025;25+;12.88
SSP4;Bahamas;2030;25+;12.93
SSP4;Bahamas;2035;25+;12.92
SSP4;Bahamas;2040;25+;12.91
SSP4;Bahamas;2045;25+;12.9
SSP4;Bahamas;2050;25+;12.89
SSP4;Bahamas;2055;25+;12.87
SSP4;Bahamas;2060;25+;12.86
SSP4;Bahamas;2065;25+;12.85
SSP4;Bahamas;2070;25+;12.85
SSP4;Bahamas;2075;25+;12.85
SSP4;Bahamas;2080;25+;12.87
SSP4;Bahamas;2085;25+;12.89
SSP4;Bahamas;2090;25+;12.93
SSP4;Bahamas;2095;25+;12.98
SSP4;Bahamas;2100;25+;13.05
SSP4;Bahrain;2020;25+;9.54
SSP4;Bahrain;2025;25+;9.75
SSP4;Bahrain;2030;25+;9.89
SSP4;Bahrain;2035;25+;10.01
SSP4;Bahrain;2040;25+;10.12
SSP4;Bahrain;2045;25+;10.22
SSP4;Bahrain;2050;25+;10.32
SSP4;Bahrain;2055;25+;10.4
SSP4;Bahrain;2060;25+;10.49
SSP4;Bahrain;2065;25+;10.56
SSP4;Bahrain;2070;25+;10.64
SSP4;Bahrain;2075;25+;10.7
SSP4;Bahrain;2080;25+;10.74
SSP4;Bahrain;2085;25+;10.77
SSP4;Bahrain;2090;25+;10.8
SSP4;Bahrain;2095;25+;10.85
SSP4;Bahrain;2100;25+;10.91
SSP4;Bangladesh;2020;25+;5.23
SSP4;Bangladesh;2025;25+;5.78
SSP4;Bangladesh;2030;25+;6.28
SSP4;Bangladesh;2035;25+;6.66
SSP4;Bangladesh;2040;25+;6.99
SSP4;Bangladesh;2045;25+;7.28
SSP4;Bangladesh;2050;25+;7.56
SSP4;Bangladesh;2055;25+;7.83
SSP4;Bangladesh;2060;25+;8.07
SSP4;Bangladesh;2065;25+;8.28
SSP4;Bangladesh;2070;25+;8.47
SSP4;Bangladesh;2075;25+;8.64
SSP4;Bangladesh;2080;25+;8.78
SSP4;Bangladesh;2085;25+;8.9
SSP4;Bangladesh;2090;25+;9.01
SSP4;Bangladesh;2095;25+;9.11
SSP4;Bangladesh;2100;25+;9.22
SSP4;Barbados;2020;25+;9.77
SSP4;Barbados;2025;25+;10.07
SSP4;Barbados;2030;25+;10.29
SSP4;Barbados;2035;25+;10.44
SSP4;Barbados;2040;25+;10.57
SSP4;Barbados;2045;25+;10.68
SSP4;Barbados;2050;25+;10.76
SSP4;Barbados;2055;25+;10.83
SSP4;Barbados;2060;25+;10.87
SSP4;Barbados;2065;25+;10.89
SSP4;Barbados;2070;25+;10.88
SSP4;Barbados;2075;25+;10.87
SSP4;Barbados;2080;25+;10.85
SSP4;Barbados;2085;25+;10.84
SSP4;Barbados;2090;25+;10.84
SSP4;Barbados;2095;25+;10.85
SSP4;Barbados;2100;25+;10.88
SSP4;Belarus;2020;25+;11.35
SSP4;Belarus;2025;25+;11.54
SSP4;Belarus;2030;25+;11.65
SSP4;Belarus;2035;25+;11.71
SSP4;Belarus;2040;25+;11.75
SSP4;Belarus;2045;25+;11.79
SSP4;Belarus;2050;25+;11.83
SSP4;Belarus;2055;25+;11.86
SSP4;Belarus;2060;25+;11.88
SSP4;Belarus;2065;25+;11.89
SSP4;Belarus;2070;25+;11.9
SSP4;Belarus;2075;25+;11.91
SSP4;Belarus;2080;25+;11.92
SSP4;Belarus;2085;25+;11.93
SSP4;Belarus;2090;25+;11.96
SSP4;Belarus;2095;25+;12
SSP4;Belarus;2100;25+;12.05
SSP4;Belgium;2020;25+;11.17
SSP4;Belgium;2025;25+;11.41
SSP4;Belgium;2030;25+;11.58
SSP4;Belgium;2035;25+;11.69
SSP4;Belgium;2040;25+;11.77
SSP4;Belgium;2045;25+;11.84
SSP4;Belgium;2050;25+;11.89
SSP4;Belgium;2055;25+;11.93
SSP4;Belgium;2060;25+;11.95
SSP4;Belgium;2065;25+;11.97
SSP4;Belgium;2070;25+;11.97
SSP4;Belgium;2075;25+;11.98
SSP4;Belgium;2080;25+;11.99
SSP4;Belgium;2085;25+;12
SSP4;Belgium;2090;25+;12.01
SSP4;Belgium;2095;25+;12.03
SSP4;Belgium;2100;25+;12.06
SSP4;Belize;2020;25+;8.35
SSP4;Belize;2025;25+;8.68
SSP4;Belize;2030;25+;8.91
SSP4;Belize;2035;25+;9.05
SSP4;Belize;2040;25+;9.15
SSP4;Belize;2045;25+;9.23
SSP4;Belize;2050;25+;9.31
SSP4;Belize;2055;25+;9.37
SSP4;Belize;2060;25+;9.41
SSP4;Belize;2065;25+;9.45
SSP4;Belize;2070;25+;9.48
SSP4;Belize;2075;25+;9.5
SSP4;Belize;2080;25+;9.52
SSP4;Belize;2085;25+;9.53
SSP4;Belize;2090;25+;9.55
SSP4;Belize;2095;25+;9.57
SSP4;Belize;2100;25+;9.59
SSP4;Benin;2020;25+;4.13
SSP4;Benin;2025;25+;4.91
SSP4;Benin;2030;25+;5.62
SSP4;Benin;2035;25+;6.15
SSP4;Benin;2040;25+;6.57
SSP4;Benin;2045;25+;6.92
SSP4;Benin;2050;25+;7.2
SSP4;Benin;2055;25+;7.43
SSP4;Benin;2060;25+;7.6
SSP4;Benin;2065;25+;7.73
SSP4;Benin;2070;25+;7.82
SSP4;Benin;2075;25+;7.89
SSP4;Benin;2080;25+;7.93
SSP4;Benin;2085;25+;7.96
SSP4;Benin;2090;25+;7.99
SSP4;Benin;2095;25+;8.02
SSP4;Benin;2100;25+;8.05
SSP4;Bhutan;2020;25+;5.19
SSP4;Bhutan;2025;25+;6.16
SSP4;Bhutan;2030;25+;7
SSP4;Bhutan;2035;25+;7.63
SSP4;Bhutan;2040;25+;8.17
SSP4;Bhutan;2045;25+;8.62
SSP4;Bhutan;2050;25+;9.04
SSP4;Bhutan;2055;25+;9.44
SSP4;Bhutan;2060;25+;9.8
SSP4;Bhutan;2065;25+;10.13
SSP4;Bhutan;2070;25+;10.4
SSP4;Bhutan;2075;25+;10.62
SSP4;Bhutan;2080;25+;10.78
SSP4;Bhutan;2085;25+;10.9
SSP4;Bhutan;2090;25+;11
SSP4;Bhutan;2095;25+;11.11
SSP4;Bhutan;2100;25+;11.21
SSP4;Bolivia (Plurinational State of);2020;25+;8.92
SSP4;Bolivia (Plurinational State of);2025;25+;9.44
SSP4;Bolivia (Plurinational State of);2030;25+;9.78
SSP4;Bolivia (Plurinational State of);2035;25+;10.02
SSP4;Bolivia (Plurinational State of);2040;25+;10.21
SSP4;Bolivia (Plurinational State of);2045;25+;10.37
SSP4;Bolivia (Plurinational State of);2050;25+;10.51
SSP4;Bolivia (Plurinational State of);2055;25+;10.63
SSP4;Bolivia (Plurinational State of);2060;25+;10.72
SSP4;Bolivia (Plurinational State of);2065;25+;10.79
SSP4;Bolivia (Plurinational State of);2070;25+;10.85
SSP4;Bolivia (Plurinational State of);2075;25+;10.9
SSP4;Bolivia (Plurinational State of);2080;25+;10.95
SSP4;Bolivia (Plurinational State of);2085;25+;11
SSP4;Bolivia (Plurinational State of);2090;25+;11.05
SSP4;Bolivia (Plurinational State of);2095;25+;11.1
SSP4;Bolivia (Plurinational State of);2100;25+;11.16
SSP4;Bosnia and Herzegovina;2020;25+;10.8
SSP4;Bosnia and Herzegovina;2025;25+;11.2
SSP4;Bosnia and Herzegovina;2030;25+;11.45
SSP4;Bosnia and Herzegovina;2035;25+;11.62
SSP4;Bosnia and Herzegovina;2040;25+;11.78
SSP4;Bosnia and Herzegovina;2045;25+;11.9
SSP4;Bosnia and Herzegovina;2050;25+;12.01
SSP4;Bosnia and Herzegovina;2055;25+;12.09
SSP4;Bosnia and Herzegovina;2060;25+;12.15
SSP4;Bosnia and Herzegovina;2065;25+;12.21
SSP4;Bosnia and Herzegovina;2070;25+;12.25
SSP4;Bosnia and Herzegovina;2075;25+;12.29
SSP4;Bosnia and Herzegovina;2080;25+;12.31
SSP4;Bosnia and Herzegovina;2085;25+;12.31
SSP4;Bosnia and Herzegovina;2090;25+;12.31
SSP4;Bosnia and Herzegovina;2095;25+;12.32
SSP4;Bosnia and Herzegovina;2100;25+;12.35
SSP4;Botswana;2020;25+;9.32
SSP4;Botswana;2025;25+;9.79
SSP4;Botswana;2030;25+;10.13
SSP4;Botswana;2035;25+;10.35
SSP4;Botswana;2040;25+;10.53
SSP4;Botswana;2045;25+;10.67
SSP4;Botswana;2050;25+;10.78
SSP4;Botswana;2055;25+;10.86
SSP4;Botswana;2060;25+;10.92
SSP4;Botswana;2065;25+;10.97
SSP4;Botswana;2070;25+;11.01
SSP4;Botswana;2075;25+;11.05
SSP4;Botswana;2080;25+;11.09
SSP4;Botswana;2085;25+;11.13
SSP4;Botswana;2090;25+;11.18
SSP4;Botswana;2095;25+;11.23
SSP4;Botswana;2100;25+;11.29
SSP4;Brazil;2020;25+;7.57
SSP4;Brazil;2025;25+;7.96
SSP4;Brazil;2030;25+;8.26
SSP4;Brazil;2035;25+;8.5
SSP4;Brazil;2040;25+;8.71
SSP4;Brazil;2045;25+;8.89
SSP4;Brazil;2050;25+;9.06
SSP4;Brazil;2055;25+;9.21
SSP4;Brazil;2060;25+;9.33
SSP4;Brazil;2065;25+;9.43
SSP4;Brazil;2070;25+;9.51
SSP4;Brazil;2075;25+;9.57
SSP4;Brazil;2080;25+;9.61
SSP4;Brazil;2085;25+;9.63
SSP4;Brazil;2090;25+;9.66
SSP4;Brazil;2095;25+;9.69
SSP4;Brazil;2100;25+;9.72
SSP4;Brunei Darussalam;2020;25+;9.61
SSP4;Brunei Darussalam;2025;25+;9.96
SSP4;Brunei Darussalam;2030;25+;10.24
SSP4;Brunei Darussalam;2035;25+;10.46
SSP4;Brunei Darussalam;2040;25+;10.65
SSP4;Brunei Darussalam;2045;25+;10.83
SSP4;Brunei Darussalam;2050;25+;10.98
SSP4;Brunei Darussalam;2055;25+;11.12
SSP4;Brunei Darussalam;2060;25+;11.23
SSP4;Brunei Darussalam;2065;25+;11.33
SSP4;Brunei Darussalam;2070;25+;11.41
SSP4;Brunei Darussalam;2075;25+;11.48
SSP4;Brunei Darussalam;2080;25+;11.55
SSP4;Brunei Darussalam;2085;25+;11.61
SSP4;Brunei Darussalam;2090;25+;11.66
SSP4;Brunei Darussalam;2095;25+;11.73
SSP4;Brunei Darussalam;2100;25+;11.81
SSP4;Bulgaria;2020;25+;10.77
SSP4;Bulgaria;2025;25+;10.98
SSP4;Bulgaria;2030;25+;11.1
SSP4;Bulgaria;2035;25+;11.18
SSP4;Bulgaria;2040;25+;11.24
SSP4;Bulgaria;2045;25+;11.29
SSP4;Bulgaria;2050;25+;11.33
SSP4;Bulgaria;2055;25+;11.38
SSP4;Bulgaria;2060;25+;11.42
SSP4;Bulgaria;2065;25+;11.47
SSP4;Bulgaria;2070;25+;11.51
SSP4;Bulgaria;2075;25+;11.54
SSP4;Bulgaria;2080;25+;11.55
SSP4;Bulgaria;2085;25+;11.55
SSP4;Bulgaria;2090;25+;11.56
SSP4;Bulgaria;2095;25+;11.58
SSP4;Bulgaria;2100;25+;11.61
SSP4;Burkina Faso;2020;25+;1.78
SSP4;Burkina Faso;2025;25+;2.07
SSP4;Burkina Faso;2030;25+;2.4
SSP4;Burkina Faso;2035;25+;2.64
SSP4;Burkina Faso;2040;25+;2.81
SSP4;Burkina Faso;2045;25+;2.94
SSP4;Burkina Faso;2050;25+;3.04
SSP4;Burkina Faso;2055;25+;3.13
SSP4;Burkina Faso;2060;25+;3.19
SSP4;Burkina Faso;2065;25+;3.25
SSP4;Burkina Faso;2070;25+;3.28
SSP4;Burkina Faso;2075;25+;3.31
SSP4;Burkina Faso;2080;25+;3.33
SSP4;Burkina Faso;2085;25+;3.34
SSP4;Burkina Faso;2090;25+;3.35
SSP4;Burkina Faso;2095;25+;3.36
SSP4;Burkina Faso;2100;25+;3.37
SSP4;Burundi;2020;25+;3.72
SSP4;Burundi;2025;25+;4.21
SSP4;Burundi;2030;25+;4.62
SSP4;Burundi;2035;25+;4.93
SSP4;Burundi;2040;25+;5.14
SSP4;Burundi;2045;25+;5.29
SSP4;Burundi;2050;25+;5.4
SSP4;Burundi;2055;25+;5.49
SSP4;Burundi;2060;25+;5.55
SSP4;Burundi;2065;25+;5.59
SSP4;Burundi;2070;25+;5.62
SSP4;Burundi;2075;25+;5.64
SSP4;Burundi;2080;25+;5.65
SSP4;Burundi;2085;25+;5.65
SSP4;Burundi;2090;25+;5.66
SSP4;Burundi;2095;25+;5.68
SSP4;Burundi;2100;25+;5.69
SSP4;Cambodia;2020;25+;5.07
SSP4;Cambodia;2025;25+;5.48
SSP4;Cambodia;2030;25+;5.87
SSP4;Cambodia;2035;25+;6.21
SSP4;Cambodia;2040;25+;6.5
SSP4;Cambodia;2045;25+;6.77
SSP4;Cambodia;2050;25+;7.02
SSP4;Cambodia;2055;25+;7.24
SSP4;Cambodia;2060;25+;7.44
SSP4;Cambodia;2065;25+;7.62
SSP4;Cambodia;2070;25+;7.77
SSP4;Cambodia;2075;25+;7.9
SSP4;Cambodia;2080;25+;8.01
SSP4;Cambodia;2085;25+;8.09
SSP4;Cambodia;2090;25+;8.17
SSP4;Cambodia;2095;25+;8.24
SSP4;Cambodia;2100;25+;8.32
SSP4;Cameroon;2020;25+;7.23
SSP4;Cameroon;2025;25+;7.75
SSP4;Cameroon;2030;25+;8.16
SSP4;Cameroon;2035;25+;8.43
SSP4;Cameroon;2040;25+;8.63
SSP4;Cameroon;2045;25+;8.79
SSP4;Cameroon;2050;25+;8.92
SSP4;Cameroon;2055;25+;9.02
SSP4;Cameroon;2060;25+;9.1
SSP4;Cameroon;2065;25+;9.17
SSP4;Cameroon;2070;25+;9.23
SSP4;Cameroon;2075;25+;9.27
SSP4;Cameroon;2080;25+;9.32
SSP4;Cameroon;2085;25+;9.36
SSP4;Cameroon;2090;25+;9.4
SSP4;Cameroon;2095;25+;9.45
SSP4;Cameroon;2100;25+;9.5
SSP4;Canada;2020;25+;12.72
SSP4;Canada;2025;25+;12.79
SSP4;Canada;2030;25+;12.82
SSP4;Canada;2035;25+;12.8
SSP4;Canada;2040;25+;12.77
SSP4;Canada;2045;25+;12.75
SSP4;Canada;2050;25+;12.72
SSP4;Canada;2055;25+;12.68
SSP4;Canada;2060;25+;12.65
SSP4;Canada;2065;25+;12.61
SSP4;Canada;2070;25+;12.58
SSP4;Canada;2075;25+;12.54
SSP4;Canada;2080;25+;12.5
SSP4;Canada;2085;25+;12.46
SSP4;Canada;2090;25+;12.43
SSP4;Canada;2095;25+;12.4
SSP4;Canada;2100;25+;12.39
SSP4;Cape Verde;2020;25+;6.88
SSP4;Cape Verde;2025;25+;7.45
SSP4;Cape Verde;2030;25+;7.85
SSP4;Cape Verde;2035;25+;8.15
SSP4;Cape Verde;2040;25+;8.4
SSP4;Cape Verde;2045;25+;8.62
SSP4;Cape Verde;2050;25+;8.83
SSP4;Cape Verde;2055;25+;9.02
SSP4;Cape Verde;2060;25+;9.2
SSP4;Cape Verde;2065;25+;9.34
SSP4;Cape Verde;2070;25+;9.47
SSP4;Cape Verde;2075;25+;9.56
SSP4;Cape Verde;2080;25+;9.64
SSP4;Cape Verde;2085;25+;9.71
SSP4;Cape Verde;2090;25+;9.77
SSP4;Cape Verde;2095;25+;9.84
SSP4;Cape Verde;2100;25+;9.91
SSP4;Central African Republic;2020;25+;4.04
SSP4;Central African Republic;2025;25+;4.39
SSP4;Central African Republic;2030;25+;4.71
SSP4;Central African Republic;2035;25+;4.9
SSP4;Central African Republic;2040;25+;5.02
SSP4;Central African Republic;2045;25+;5.09
SSP4;Central African Republic;2050;25+;5.15
SSP4;Central African Republic;2055;25+;5.2
SSP4;Central African Republic;2060;25+;5.23
SSP4;Central African Republic;2065;25+;5.26
SSP4;Central African Republic;2070;25+;5.28
SSP4;Central African Republic;2075;25+;5.3
SSP4;Central African Republic;2080;25+;5.31
SSP4;Central African Republic;2085;25+;5.33
SSP4;Central African Republic;2090;25+;5.35
SSP4;Central African Republic;2095;25+;5.36
SSP4;Central African Republic;2100;25+;5.38
SSP4;Chad;2020;25+;3.09
SSP4;Chad;2025;25+;3.63
SSP4;Chad;2030;25+;4.15
SSP4;Chad;2035;25+;4.52
SSP4;Chad;2040;25+;4.8
SSP4;Chad;2045;25+;5
SSP4;Chad;2050;25+;5.16
SSP4;Chad;2055;25+;5.28
SSP4;Chad;2060;25+;5.36
SSP4;Chad;2065;25+;5.42
SSP4;Chad;2070;25+;5.46
SSP4;Chad;2075;25+;5.49
SSP4;Chad;2080;25+;5.51
SSP4;Chad;2085;25+;5.52
SSP4;Chad;2090;25+;5.54
SSP4;Chad;2095;25+;5.55
SSP4;Chad;2100;25+;5.57
SSP4;Chile;2020;25+;11.43
SSP4;Chile;2025;25+;11.76
SSP4;Chile;2030;25+;11.99
SSP4;Chile;2035;25+;12.17
SSP4;Chile;2040;25+;12.33
SSP4;Chile;2045;25+;12.46
SSP4;Chile;2050;25+;12.58
SSP4;Chile;2055;25+;12.68
SSP4;Chile;2060;25+;12.75
SSP4;Chile;2065;25+;12.81
SSP4;Chile;2070;25+;12.86
SSP4;Chile;2075;25+;12.89
SSP4;Chile;2080;25+;12.92
SSP4;Chile;2085;25+;12.95
SSP4;Chile;2090;25+;12.99
SSP4;Chile;2095;25+;13.03
SSP4;Chile;2100;25+;13.08
SSP4;China;2020;25+;8.31
SSP4;China;2025;25+;8.69
SSP4;China;2030;25+;9.02
SSP4;China;2035;25+;9.34
SSP4;China;2040;25+;9.65
SSP4;China;2045;25+;9.95
SSP4;China;2050;25+;10.2
SSP4;China;2055;25+;10.44
SSP4;China;2060;25+;10.68
SSP4;China;2065;25+;10.9
SSP4;China;2070;25+;11.12
SSP4;China;2075;25+;11.3
SSP4;China;2080;25+;11.45
SSP4;China;2085;25+;11.57
SSP4;China;2090;25+;11.66
SSP4;China;2095;25+;11.74
SSP4;China;2100;25+;11.81
SSP4;Colombia;2020;25+;8.14
SSP4;Colombia;2025;25+;8.52
SSP4;Colombia;2030;25+;8.79
SSP4;Colombia;2035;25+;8.99
SSP4;Colombia;2040;25+;9.16
SSP4;Colombia;2045;25+;9.32
SSP4;Colombia;2050;25+;9.46
SSP4;Colombia;2055;25+;9.58
SSP4;Colombia;2060;25+;9.68
SSP4;Colombia;2065;25+;9.75
SSP4;Colombia;2070;25+;9.8
SSP4;Colombia;2075;25+;9.83
SSP4;Colombia;2080;25+;9.84
SSP4;Colombia;2085;25+;9.83
SSP4;Colombia;2090;25+;9.83
SSP4;Colombia;2095;25+;9.84
SSP4;Colombia;2100;25+;9.86
SSP4;Comoros;2020;25+;6.3
SSP4;Comoros;2025;25+;7.19
SSP4;Comoros;2030;25+;7.9
SSP4;Comoros;2035;25+;8.41
SSP4;Comoros;2040;25+;8.82
SSP4;Comoros;2045;25+;9.13
SSP4;Comoros;2050;25+;9.38
SSP4;Comoros;2055;25+;9.58
SSP4;Comoros;2060;25+;9.73
SSP4;Comoros;2065;25+;9.84
SSP4;Comoros;2070;25+;9.92
SSP4;Comoros;2075;25+;9.98
SSP4;Comoros;2080;25+;10.03
SSP4;Comoros;2085;25+;10.08
SSP4;Comoros;2090;25+;10.13
SSP4;Comoros;2095;25+;10.18
SSP4;Comoros;2100;25+;10.24
SSP4;Congo;2020;25+;7.98
SSP4;Congo;2025;25+;8.21
SSP4;Congo;2030;25+;8.35
SSP4;Congo;2035;25+;8.4
SSP4;Congo;2040;25+;8.41
SSP4;Congo;2045;25+;8.42
SSP4;Congo;2050;25+;8.43
SSP4;Congo;2055;25+;8.45
SSP4;Congo;2060;25+;8.46
SSP4;Congo;2065;25+;8.48
SSP4;Congo;2070;25+;8.5
SSP4;Congo;2075;25+;8.52
SSP4;Congo;2080;25+;8.55
SSP4;Congo;2085;25+;8.58
SSP4;Congo;2090;25+;8.62
SSP4;Congo;2095;25+;8.66
SSP4;Congo;2100;25+;8.7
SSP4;Costa Rica;2020;25+;8.87
SSP4;Costa Rica;2025;25+;9.16
SSP4;Costa Rica;2030;25+;9.37
SSP4;Costa Rica;2035;25+;9.51
SSP4;Costa Rica;2040;25+;9.64
SSP4;Costa Rica;2045;25+;9.75
SSP4;Costa Rica;2050;25+;9.85
SSP4;Costa Rica;2055;25+;9.94
SSP4;Costa Rica;2060;25+;10.03
SSP4;Costa Rica;2065;25+;10.11
SSP4;Costa Rica;2070;25+;10.18
SSP4;Costa Rica;2075;25+;10.23
SSP4;Costa Rica;2080;25+;10.28
SSP4;Costa Rica;2085;25+;10.31
SSP4;Costa Rica;2090;25+;10.34
SSP4;Costa Rica;2095;25+;10.37
SSP4;Costa Rica;2100;25+;10.41
SSP4;Cote d'Ivoire;2020;25+;4.43
SSP4;Cote d'Ivoire;2025;25+;4.99
SSP4;Cote d'Ivoire;2030;25+;5.52
SSP4;Cote d'Ivoire;2035;25+;5.88
SSP4;Cote d'Ivoire;2040;25+;6.14
SSP4;Cote d'Ivoire;2045;25+;6.35
SSP4;Cote d'Ivoire;2050;25+;6.51
SSP4;Cote d'Ivoire;2055;25+;6.63
SSP4;Cote d'Ivoire;2060;25+;6.73
SSP4;Cote d'Ivoire;2065;25+;6.8
SSP4;Cote d'Ivoire;2070;25+;6.85
SSP4;Cote d'Ivoire;2075;25+;6.89
SSP4;Cote d'Ivoire;2080;25+;6.92
SSP4;Cote d'Ivoire;2085;25+;6.95
SSP4;Cote d'Ivoire;2090;25+;6.97
SSP4;Cote d'Ivoire;2095;25+;7
SSP4;Cote d'Ivoire;2100;25+;7.03
SSP4;Croatia;2020;25+;11.35
SSP4;Croatia;2025;25+;11.58
SSP4;Croatia;2030;25+;11.74
SSP4;Croatia;2035;25+;11.82
SSP4;Croatia;2040;25+;11.87
SSP4;Croatia;2045;25+;11.91
SSP4;Croatia;2050;25+;11.93
SSP4;Croatia;2055;25+;11.94
SSP4;Croatia;2060;25+;11.94
SSP4;Croatia;2065;25+;11.93
SSP4;Croatia;2070;25+;11.93
SSP4;Croatia;2075;25+;11.91
SSP4;Croatia;2080;25+;11.9
SSP4;Croatia;2085;25+;11.88
SSP4;Croatia;2090;25+;11.88
SSP4;Croatia;2095;25+;11.88
SSP4;Croatia;2100;25+;11.9
SSP4;Cuba;2020;25+;11.29
SSP4;Cuba;2025;25+;11.56
SSP4;Cuba;2030;25+;11.75
SSP4;Cuba;2035;25+;11.88
SSP4;Cuba;2040;25+;11.99
SSP4;Cuba;2045;25+;12.09
SSP4;Cuba;2050;25+;12.18
SSP4;Cuba;2055;25+;12.26
SSP4;Cuba;2060;25+;12.35
SSP4;Cuba;2065;25+;12.43
SSP4;Cuba;2070;25+;12.5
SSP4;Cuba;2075;25+;12.57
SSP4;Cuba;2080;25+;12.62
SSP4;Cuba;2085;25+;12.68
SSP4;Cuba;2090;25+;12.74
SSP4;Cuba;2095;25+;12.8
SSP4;Cuba;2100;25+;12.88
SSP4;Curaçao;2020;25+;10.44
SSP4;Curaçao;2025;25+;10.78
SSP4;Curaçao;2030;25+;11.05
SSP4;Curaçao;2035;25+;11.26
SSP4;Curaçao;2040;25+;11.45
SSP4;Curaçao;2045;25+;11.63
SSP4;Curaçao;2050;25+;11.78
SSP4;Curaçao;2055;25+;11.92
SSP4;Curaçao;2060;25+;12.03
SSP4;Curaçao;2065;25+;12.11
SSP4;Curaçao;2070;25+;12.18
SSP4;Curaçao;2075;25+;12.24
SSP4;Curaçao;2080;25+;12.3
SSP4;Curaçao;2085;25+;12.37
SSP4;Curaçao;2090;25+;12.46
SSP4;Curaçao;2095;25+;12.56
SSP4;Curaçao;2100;25+;12.69
SSP4;Cyprus;2020;25+;12.51
SSP4;Cyprus;2025;25+;12.79
SSP4;Cyprus;2030;25+;12.99
SSP4;Cyprus;2035;25+;13.12
SSP4;Cyprus;2040;25+;13.22
SSP4;Cyprus;2045;25+;13.3
SSP4;Cyprus;2050;25+;13.36
SSP4;Cyprus;2055;25+;13.4
SSP4;Cyprus;2060;25+;13.44
