Scenario;Area;Period;Sex;Years
SSP2;Curaçao;2055-2060;Female;85.1
SSP2;Curaçao;2060-2065;Female;85.8
SSP2;Curaçao;2065-2070;Female;86.5
SSP2;Curaçao;2070-2075;Female;87.2
SSP2;Curaçao;2075-2080;Female;87.8
SSP2;Curaçao;2080-2085;Female;88.5
SSP2;Curaçao;2085-2090;Female;89.2
SSP2;Curaçao;2090-2095;Female;89.8
SSP2;Curaçao;2095-2100;Female;90.5
SSP2;Cyprus;2020-2025;Female;84.1
SSP2;Cyprus;2025-2030;Female;85.3
SSP2;Cyprus;2030-2035;Female;86.3
SSP2;Cyprus;2035-2040;Female;87.4
SSP2;Cyprus;2040-2045;Female;88.4
SSP2;Cyprus;2045-2050;Female;89.5
SSP2;Cyprus;2050-2055;Female;90.5
SSP2;Cyprus;2055-2060;Female;91.6
SSP2;Cyprus;2060-2065;Female;92.6
SSP2;Cyprus;2065-2070;Female;93.6
SSP2;Cyprus;2070-2075;Female;94.6
SSP2;Cyprus;2075-2080;Female;95.6
SSP2;Cyprus;2080-2085;Female;96.5
SSP2;Cyprus;2085-2090;Female;97.4
SSP2;Cyprus;2090-2095;Female;98.2
SSP2;Cyprus;2095-2100;Female;99
SSP2;Czech Republic;2020-2025;Female;82.2
SSP2;Czech Republic;2025-2030;Female;83.9
SSP2;Czech Republic;2030-2035;Female;85
SSP2;Czech Republic;2035-2040;Female;86
SSP2;Czech Republic;2040-2045;Female;87.1
SSP2;Czech Republic;2045-2050;Female;88.1
SSP2;Czech Republic;2050-2055;Female;89.2
SSP2;Czech Republic;2055-2060;Female;90.3
SSP2;Czech Republic;2060-2065;Female;91.3
SSP2;Czech Republic;2065-2070;Female;92.3
SSP2;Czech Republic;2070-2075;Female;93.4
SSP2;Czech Republic;2075-2080;Female;94.4
SSP2;Czech Republic;2080-2085;Female;95.4
SSP2;Czech Republic;2085-2090;Female;96.3
SSP2;Czech Republic;2090-2095;Female;97.2
SSP2;Czech Republic;2095-2100;Female;98
SSP2;Democratic People's Republic of Korea;2020-2025;Female;76.5
SSP2;Democratic People's Republic of Korea;2025-2030;Female;77.7
SSP2;Democratic People's Republic of Korea;2030-2035;Female;78.7
SSP2;Democratic People's Republic of Korea;2035-2040;Female;79.8
SSP2;Democratic People's Republic of Korea;2040-2045;Female;80.8
SSP2;Democratic People's Republic of Korea;2045-2050;Female;81.8
SSP2;Democratic People's Republic of Korea;2050-2055;Female;82.8
SSP2;Democratic People's Republic of Korea;2055-2060;Female;83.9
SSP2;Democratic People's Republic of Korea;2060-2065;Female;84.9
SSP2;Democratic People's Republic of Korea;2065-2070;Female;85.9
SSP2;Democratic People's Republic of Korea;2070-2075;Female;87
SSP2;Democratic People's Republic of Korea;2075-2080;Female;88
SSP2;Democratic People's Republic of Korea;2080-2085;Female;89
SSP2;Democratic People's Republic of Korea;2085-2090;Female;90
SSP2;Democratic People's Republic of Korea;2090-2095;Female;91
SSP2;Democratic People's Republic of Korea;2095-2100;Female;92
SSP2;Democratic Republic of the Congo;2020-2025;Female;61.8
SSP2;Democratic Republic of the Congo;2025-2030;Female;63
SSP2;Democratic Republic of the Congo;2030-2035;Female;63.9
SSP2;Democratic Republic of the Congo;2035-2040;Female;64.7
SSP2;Democratic Republic of the Congo;2040-2045;Female;65.6
SSP2;Democratic Republic of the Congo;2045-2050;Female;66.4
SSP2;Democratic Republic of the Congo;2050-2055;Female;67.3
SSP2;Democratic Republic of the Congo;2055-2060;Female;68.1
SSP2;Democratic Republic of the Congo;2060-2065;Female;69
SSP2;Democratic Republic of the Congo;2065-2070;Female;69.9
SSP2;Democratic Republic of the Congo;2070-2075;Female;70.7
SSP2;Democratic Republic of the Congo;2075-2080;Female;71.6
SSP2;Democratic Republic of the Congo;2080-2085;Female;72.4
SSP2;Democratic Republic of the Congo;2085-2090;Female;73.3
SSP2;Democratic Republic of the Congo;2090-2095;Female;74.1
SSP2;Democratic Republic of the Congo;2095-2100;Female;75
SSP2;Denmark;2020-2025;Female;84.1
SSP2;Denmark;2025-2030;Female;85
SSP2;Denmark;2030-2035;Female;86
SSP2;Denmark;2035-2040;Female;87
SSP2;Denmark;2040-2045;Female;88
SSP2;Denmark;2045-2050;Female;89
SSP2;Denmark;2050-2055;Female;90
SSP2;Denmark;2055-2060;Female;91
SSP2;Denmark;2060-2065;Female;91.9
SSP2;Denmark;2065-2070;Female;92.9
SSP2;Denmark;2070-2075;Female;93.9
SSP2;Denmark;2075-2080;Female;94.9
SSP2;Denmark;2080-2085;Female;95.8
SSP2;Denmark;2085-2090;Female;96.7
SSP2;Denmark;2090-2095;Female;97.6
SSP2;Denmark;2095-2100;Female;98.4
SSP2;Djibouti;2020-2025;Female;65.6
SSP2;Djibouti;2025-2030;Female;67.1
SSP2;Djibouti;2030-2035;Female;68.1
SSP2;Djibouti;2035-2040;Female;69.1
SSP2;Djibouti;2040-2045;Female;70.1
SSP2;Djibouti;2045-2050;Female;71.1
SSP2;Djibouti;2050-2055;Female;72.1
SSP2;Djibouti;2055-2060;Female;73.1
SSP2;Djibouti;2060-2065;Female;74.1
SSP2;Djibouti;2065-2070;Female;75.1
SSP2;Djibouti;2070-2075;Female;76.1
SSP2;Djibouti;2075-2080;Female;77.1
SSP2;Djibouti;2080-2085;Female;78
SSP2;Djibouti;2085-2090;Female;79
SSP2;Djibouti;2090-2095;Female;80
SSP2;Djibouti;2095-2100;Female;81
SSP2;Dominican Republic;2020-2025;Female;77.5
SSP2;Dominican Republic;2025-2030;Female;78.8
SSP2;Dominican Republic;2030-2035;Female;79.8
SSP2;Dominican Republic;2035-2040;Female;80.9
SSP2;Dominican Republic;2040-2045;Female;82
SSP2;Dominican Republic;2045-2050;Female;83.1
SSP2;Dominican Republic;2050-2055;Female;84.2
SSP2;Dominican Republic;2055-2060;Female;85.2
SSP2;Dominican Republic;2060-2065;Female;86.3
SSP2;Dominican Republic;2065-2070;Female;87.3
SSP2;Dominican Republic;2070-2075;Female;88.4
SSP2;Dominican Republic;2075-2080;Female;89.4
SSP2;Dominican Republic;2080-2085;Female;90.5
SSP2;Dominican Republic;2085-2090;Female;91.5
SSP2;Dominican Republic;2090-2095;Female;92.6
SSP2;Dominican Republic;2095-2100;Female;93.6
SSP2;Ecuador;2020-2025;Female;79.3
SSP2;Ecuador;2025-2030;Female;81.7
SSP2;Ecuador;2030-2035;Female;82.8
SSP2;Ecuador;2035-2040;Female;83.8
SSP2;Ecuador;2040-2045;Female;84.9
SSP2;Ecuador;2045-2050;Female;86
SSP2;Ecuador;2050-2055;Female;87
SSP2;Ecuador;2055-2060;Female;88.1
SSP2;Ecuador;2060-2065;Female;89.2
SSP2;Ecuador;2065-2070;Female;90.2
SSP2;Ecuador;2070-2075;Female;91.3
SSP2;Ecuador;2075-2080;Female;92.3
SSP2;Ecuador;2080-2085;Female;93.3
SSP2;Ecuador;2085-2090;Female;94.3
SSP2;Ecuador;2090-2095;Female;95.3
SSP2;Ecuador;2095-2100;Female;96.3
SSP2;Egypt;2020-2025;Female;73.7
SSP2;Egypt;2025-2030;Female;76
SSP2;Egypt;2030-2035;Female;77.1
SSP2;Egypt;2035-2040;Female;78.2
SSP2;Egypt;2040-2045;Female;79.4
SSP2;Egypt;2045-2050;Female;80.5
SSP2;Egypt;2050-2055;Female;81.6
SSP2;Egypt;2055-2060;Female;82.8
SSP2;Egypt;2060-2065;Female;83.9
SSP2;Egypt;2065-2070;Female;85
SSP2;Egypt;2070-2075;Female;86.1
SSP2;Egypt;2075-2080;Female;87.3
SSP2;Egypt;2080-2085;Female;88.4
SSP2;Egypt;2085-2090;Female;89.5
SSP2;Egypt;2090-2095;Female;90.5
SSP2;Egypt;2095-2100;Female;91.7
SSP2;El Salvador;2020-2025;Female;76.8
SSP2;El Salvador;2025-2030;Female;79.3
SSP2;El Salvador;2030-2035;Female;80.4
SSP2;El Salvador;2035-2040;Female;81.5
SSP2;El Salvador;2040-2045;Female;82.6
SSP2;El Salvador;2045-2050;Female;83.7
SSP2;El Salvador;2050-2055;Female;84.9
SSP2;El Salvador;2055-2060;Female;86
SSP2;El Salvador;2060-2065;Female;87.1
SSP2;El Salvador;2065-2070;Female;88.2
SSP2;El Salvador;2070-2075;Female;89.3
SSP2;El Salvador;2075-2080;Female;90.4
SSP2;El Salvador;2080-2085;Female;91.4
SSP2;El Salvador;2085-2090;Female;92.6
SSP2;El Salvador;2090-2095;Female;93.7
SSP2;El Salvador;2095-2100;Female;94.7
SSP2;Equatorial Guinea;2020-2025;Female;63.2
SSP2;Equatorial Guinea;2025-2030;Female;64.5
SSP2;Equatorial Guinea;2030-2035;Female;65.4
SSP2;Equatorial Guinea;2035-2040;Female;66.2
SSP2;Equatorial Guinea;2040-2045;Female;67.1
SSP2;Equatorial Guinea;2045-2050;Female;68
SSP2;Equatorial Guinea;2050-2055;Female;68.8
SSP2;Equatorial Guinea;2055-2060;Female;69.7
SSP2;Equatorial Guinea;2060-2065;Female;70.5
SSP2;Equatorial Guinea;2065-2070;Female;71.4
SSP2;Equatorial Guinea;2070-2075;Female;72.2
SSP2;Equatorial Guinea;2075-2080;Female;73.1
SSP2;Equatorial Guinea;2080-2085;Female;74
SSP2;Equatorial Guinea;2085-2090;Female;74.8
SSP2;Equatorial Guinea;2090-2095;Female;75.6
SSP2;Equatorial Guinea;2095-2100;Female;76.5
SSP2;Eritrea;2020-2025;Female;68.8
SSP2;Eritrea;2025-2030;Female;70.5
SSP2;Eritrea;2030-2035;Female;71.4
SSP2;Eritrea;2035-2040;Female;72.2
SSP2;Eritrea;2040-2045;Female;73.1
SSP2;Eritrea;2045-2050;Female;74
SSP2;Eritrea;2050-2055;Female;74.9
SSP2;Eritrea;2055-2060;Female;75.7
SSP2;Eritrea;2060-2065;Female;76.6
SSP2;Eritrea;2065-2070;Female;77.5
SSP2;Eritrea;2070-2075;Female;78.3
SSP2;Eritrea;2075-2080;Female;79.2
SSP2;Eritrea;2080-2085;Female;80.1
SSP2;Eritrea;2085-2090;Female;81
SSP2;Eritrea;2090-2095;Female;81.8
SSP2;Eritrea;2095-2100;Female;82.7
SSP2;Estonia;2020-2025;Female;82.7
SSP2;Estonia;2025-2030;Female;83.8
SSP2;Estonia;2030-2035;Female;84.7
SSP2;Estonia;2035-2040;Female;85.6
SSP2;Estonia;2040-2045;Female;86.5
SSP2;Estonia;2045-2050;Female;87.4
SSP2;Estonia;2050-2055;Female;88.3
SSP2;Estonia;2055-2060;Female;89.2
SSP2;Estonia;2060-2065;Female;90.1
SSP2;Estonia;2065-2070;Female;90.9
SSP2;Estonia;2070-2075;Female;91.8
SSP2;Estonia;2075-2080;Female;92.7
SSP2;Estonia;2080-2085;Female;93.6
SSP2;Estonia;2085-2090;Female;94.4
SSP2;Estonia;2090-2095;Female;95.2
SSP2;Estonia;2095-2100;Female;96
SSP2;Ethiopia;2020-2025;Female;68.3
SSP2;Ethiopia;2025-2030;Female;69.5
SSP2;Ethiopia;2030-2035;Female;70.4
SSP2;Ethiopia;2035-2040;Female;71.3
SSP2;Ethiopia;2040-2045;Female;72.1
SSP2;Ethiopia;2045-2050;Female;73
SSP2;Ethiopia;2050-2055;Female;73.9
SSP2;Ethiopia;2055-2060;Female;74.7
SSP2;Ethiopia;2060-2065;Female;75.6
SSP2;Ethiopia;2065-2070;Female;76.5
SSP2;Ethiopia;2070-2075;Female;77.4
SSP2;Ethiopia;2075-2080;Female;78.2
SSP2;Ethiopia;2080-2085;Female;79.1
SSP2;Ethiopia;2085-2090;Female;80
SSP2;Ethiopia;2090-2095;Female;80.8
SSP2;Ethiopia;2095-2100;Female;81.7
SSP2;Fiji;2020-2025;Female;70.5
SSP2;Fiji;2025-2030;Female;72.1
SSP2;Fiji;2030-2035;Female;73.4
SSP2;Fiji;2035-2040;Female;74.7
SSP2;Fiji;2040-2045;Female;76
SSP2;Fiji;2045-2050;Female;77.3
SSP2;Fiji;2050-2055;Female;78.6
SSP2;Fiji;2055-2060;Female;79.9
SSP2;Fiji;2060-2065;Female;81.2
SSP2;Fiji;2065-2070;Female;82.5
SSP2;Fiji;2070-2075;Female;83.8
SSP2;Fiji;2075-2080;Female;85.2
SSP2;Fiji;2080-2085;Female;86.5
SSP2;Fiji;2085-2090;Female;87.8
SSP2;Fiji;2090-2095;Female;89.1
SSP2;Fiji;2095-2100;Female;90.3
SSP2;Finland;2020-2025;Female;85.3
SSP2;Finland;2025-2030;Female;86.4
SSP2;Finland;2030-2035;Female;87.5
SSP2;Finland;2035-2040;Female;88.5
SSP2;Finland;2040-2045;Female;89.6
SSP2;Finland;2045-2050;Female;90.6
SSP2;Finland;2050-2055;Female;91.7
SSP2;Finland;2055-2060;Female;92.8
SSP2;Finland;2060-2065;Female;93.8
SSP2;Finland;2065-2070;Female;94.9
SSP2;Finland;2070-2075;Female;95.9
SSP2;Finland;2075-2080;Female;96.9
SSP2;Finland;2080-2085;Female;97.9
SSP2;Finland;2085-2090;Female;98.8
SSP2;Finland;2090-2095;Female;99.6
SSP2;Finland;2095-2100;Female;100.2
SSP2;France;2020-2025;Female;86.3
SSP2;France;2025-2030;Female;87.6
SSP2;France;2030-2035;Female;88.7
SSP2;France;2035-2040;Female;89.8
SSP2;France;2040-2045;Female;90.9
SSP2;France;2045-2050;Female;92
SSP2;France;2050-2055;Female;93.1
SSP2;France;2055-2060;Female;94.2
SSP2;France;2060-2065;Female;95.3
SSP2;France;2065-2070;Female;96.3
SSP2;France;2070-2075;Female;97.4
SSP2;France;2075-2080;Female;98.3
SSP2;France;2080-2085;Female;99.2
SSP2;France;2085-2090;Female;100
SSP2;France;2090-2095;Female;100.6
SSP2;France;2095-2100;Female;101.1
SSP2;French Guiana;2020-2025;Female;80.4
SSP2;French Guiana;2025-2030;Female;82.2
SSP2;French Guiana;2030-2035;Female;83.4
SSP2;French Guiana;2035-2040;Female;84.5
SSP2;French Guiana;2040-2045;Female;85.7
SSP2;French Guiana;2045-2050;Female;86.9
SSP2;French Guiana;2050-2055;Female;88.1
SSP2;French Guiana;2055-2060;Female;89.2
SSP2;French Guiana;2060-2065;Female;90.4
SSP2;French Guiana;2065-2070;Female;91.6
SSP2;French Guiana;2070-2075;Female;92.7
SSP2;French Guiana;2075-2080;Female;93.9
SSP2;French Guiana;2080-2085;Female;95
SSP2;French Guiana;2085-2090;Female;96
SSP2;French Guiana;2090-2095;Female;97
SSP2;French Guiana;2095-2100;Female;97.9
SSP2;French Polynesia;2020-2025;Female;85.4
SSP2;French Polynesia;2025-2030;Female;86.6
SSP2;French Polynesia;2030-2035;Female;87.2
SSP2;French Polynesia;2035-2040;Female;87.8
SSP2;French Polynesia;2040-2045;Female;88.3
SSP2;French Polynesia;2045-2050;Female;88.9
SSP2;French Polynesia;2050-2055;Female;89.5
SSP2;French Polynesia;2055-2060;Female;90.1
SSP2;French Polynesia;2060-2065;Female;90.6
SSP2;French Polynesia;2065-2070;Female;91.2
SSP2;French Polynesia;2070-2075;Female;91.8
SSP2;French Polynesia;2075-2080;Female;92.4
SSP2;French Polynesia;2080-2085;Female;92.9
SSP2;French Polynesia;2085-2090;Female;93.5
SSP2;French Polynesia;2090-2095;Female;94.1
SSP2;French Polynesia;2095-2100;Female;94.7
SSP2;Gabon;2020-2025;Female;69
SSP2;Gabon;2025-2030;Female;70.3
SSP2;Gabon;2030-2035;Female;71.2
SSP2;Gabon;2035-2040;Female;72.1
SSP2;Gabon;2040-2045;Female;73
SSP2;Gabon;2045-2050;Female;73.8
SSP2;Gabon;2050-2055;Female;74.7
SSP2;Gabon;2055-2060;Female;75.6
SSP2;Gabon;2060-2065;Female;76.5
SSP2;Gabon;2065-2070;Female;77.4
SSP2;Gabon;2070-2075;Female;78.3
SSP2;Gabon;2075-2080;Female;79.2
SSP2;Gabon;2080-2085;Female;80
SSP2;Gabon;2085-2090;Female;80.9
SSP2;Gabon;2090-2095;Female;81.8
SSP2;Gabon;2095-2100;Female;82.7
SSP2;Gambia;2020-2025;Female;64.5
SSP2;Gambia;2025-2030;Female;66.4
SSP2;Gambia;2030-2035;Female;67.4
SSP2;Gambia;2035-2040;Female;68.4
SSP2;Gambia;2040-2045;Female;69.4
SSP2;Gambia;2045-2050;Female;70.4
SSP2;Gambia;2050-2055;Female;71.4
SSP2;Gambia;2055-2060;Female;72.4
SSP2;Gambia;2060-2065;Female;73.4
SSP2;Gambia;2065-2070;Female;74.4
SSP2;Gambia;2070-2075;Female;75.4
SSP2;Gambia;2075-2080;Female;76.5
SSP2;Gambia;2080-2085;Female;77.5
SSP2;Gambia;2085-2090;Female;78.5
SSP2;Gambia;2090-2095;Female;79.5
SSP2;Gambia;2095-2100;Female;80.5
SSP2;Georgia;2020-2025;Female;77.8
SSP2;Georgia;2025-2030;Female;80.4
SSP2;Georgia;2030-2035;Female;81.4
SSP2;Georgia;2035-2040;Female;82.5
SSP2;Georgia;2040-2045;Female;83.5
SSP2;Georgia;2045-2050;Female;84.5
SSP2;Georgia;2050-2055;Female;85.6
SSP2;Georgia;2055-2060;Female;86.6
SSP2;Georgia;2060-2065;Female;87.7
SSP2;Georgia;2065-2070;Female;88.7
SSP2;Georgia;2070-2075;Female;89.8
SSP2;Georgia;2075-2080;Female;90.8
SSP2;Georgia;2080-2085;Female;91.9
SSP2;Georgia;2085-2090;Female;92.9
SSP2;Georgia;2090-2095;Female;93.9
SSP2;Georgia;2095-2100;Female;94.9
SSP2;Germany;2020-2025;Female;84.2
SSP2;Germany;2025-2030;Female;85.6
SSP2;Germany;2030-2035;Female;86.7
SSP2;Germany;2035-2040;Female;87.8
SSP2;Germany;2040-2045;Female;88.9
SSP2;Germany;2045-2050;Female;90
SSP2;Germany;2050-2055;Female;91.1
SSP2;Germany;2055-2060;Female;92.2
SSP2;Germany;2060-2065;Female;93.3
SSP2;Germany;2065-2070;Female;94.3
SSP2;Germany;2070-2075;Female;95.4
SSP2;Germany;2075-2080;Female;96.4
SSP2;Germany;2080-2085;Female;97.4
SSP2;Germany;2085-2090;Female;98.3
SSP2;Germany;2090-2095;Female;99.2
SSP2;Germany;2095-2100;Female;99.9
SSP2;Ghana;2020-2025;Female;67.7
SSP2;Ghana;2025-2030;Female;68.7
SSP2;Ghana;2030-2035;Female;69.4
SSP2;Ghana;2035-2040;Female;70.4
SSP2;Ghana;2040-2045;Female;71.5
SSP2;Ghana;2045-2050;Female;72.6
SSP2;Ghana;2050-2055;Female;73.7
SSP2;Ghana;2055-2060;Female;74.7
SSP2;Ghana;2060-2065;Female;75.8
SSP2;Ghana;2065-2070;Female;76.9
SSP2;Ghana;2070-2075;Female;78
SSP2;Ghana;2075-2080;Female;79.1
SSP2;Ghana;2080-2085;Female;80.2
SSP2;Ghana;2085-2090;Female;81.3
SSP2;Ghana;2090-2095;Female;82.4
SSP2;Ghana;2095-2100;Female;83.5
SSP2;Greece;2020-2025;Female;84.3
SSP2;Greece;2025-2030;Female;86
SSP2;Greece;2030-2035;Female;87.1
SSP2;Greece;2035-2040;Female;88.2
SSP2;Greece;2040-2045;Female;89.3
SSP2;Greece;2045-2050;Female;90.4
SSP2;Greece;2050-2055;Female;91.5
SSP2;Greece;2055-2060;Female;92.6
SSP2;Greece;2060-2065;Female;93.7
SSP2;Greece;2065-2070;Female;94.7
SSP2;Greece;2070-2075;Female;95.7
SSP2;Greece;2075-2080;Female;96.7
SSP2;Greece;2080-2085;Female;97.6
SSP2;Greece;2085-2090;Female;98.5
SSP2;Greece;2090-2095;Female;99.3
SSP2;Greece;2095-2100;Female;100
SSP2;Grenada;2020-2025;Female;78.6
SSP2;Grenada;2025-2030;Female;79.9
SSP2;Grenada;2030-2035;Female;80.9
SSP2;Grenada;2035-2040;Female;81.9
SSP2;Grenada;2040-2045;Female;83
SSP2;Grenada;2045-2050;Female;84
SSP2;Grenada;2050-2055;Female;85
SSP2;Grenada;2055-2060;Female;86.1
SSP2;Grenada;2060-2065;Female;87.1
SSP2;Grenada;2065-2070;Female;88.1
SSP2;Grenada;2070-2075;Female;89.2
SSP2;Grenada;2075-2080;Female;90.2
SSP2;Grenada;2080-2085;Female;91.2
SSP2;Grenada;2085-2090;Female;92.5
SSP2;Grenada;2090-2095;Female;93.5
SSP2;Grenada;2095-2100;Female;94.5
SSP2;Guadeloupe;2020-2025;Female;85.6
SSP2;Guadeloupe;2025-2030;Female;87.7
SSP2;Guadeloupe;2030-2035;Female;88.7
SSP2;Guadeloupe;2035-2040;Female;89.6
SSP2;Guadeloupe;2040-2045;Female;90.6
SSP2;Guadeloupe;2045-2050;Female;91.6
SSP2;Guadeloupe;2050-2055;Female;92.5
SSP2;Guadeloupe;2055-2060;Female;93.5
SSP2;Guadeloupe;2060-2065;Female;94.5
SSP2;Guadeloupe;2065-2070;Female;95.4
SSP2;Guadeloupe;2070-2075;Female;96.3
SSP2;Guadeloupe;2075-2080;Female;97.1
SSP2;Guadeloupe;2080-2085;Female;97.9
SSP2;Guadeloupe;2085-2090;Female;98.7
SSP2;Guadeloupe;2090-2095;Female;99.4
SSP2;Guadeloupe;2095-2100;Female;100
SSP2;Guam;2020-2025;Female;81.8
SSP2;Guam;2025-2030;Female;83
SSP2;Guam;2030-2035;Female;84
SSP2;Guam;2035-2040;Female;84.9
SSP2;Guam;2040-2045;Female;85.9
SSP2;Guam;2045-2050;Female;86.8
SSP2;Guam;2050-2055;Female;87.8
SSP2;Guam;2055-2060;Female;88.7
SSP2;Guam;2060-2065;Female;89.6
SSP2;Guam;2065-2070;Female;90.5
SSP2;Guam;2070-2075;Female;91.5
SSP2;Guam;2075-2080;Female;92.4
SSP2;Guam;2080-2085;Female;93.3
SSP2;Guam;2085-2090;Female;94.1
SSP2;Guam;2090-2095;Female;95
SSP2;Guam;2095-2100;Female;95.8
SSP2;Guatemala;2020-2025;Female;74
SSP2;Guatemala;2025-2030;Female;77.6
SSP2;Guatemala;2030-2035;Female;78.6
SSP2;Guatemala;2035-2040;Female;79.5
SSP2;Guatemala;2040-2045;Female;80.5
SSP2;Guatemala;2045-2050;Female;81.5
SSP2;Guatemala;2050-2055;Female;82.5
SSP2;Guatemala;2055-2060;Female;83.5
SSP2;Guatemala;2060-2065;Female;84.5
SSP2;Guatemala;2065-2070;Female;85.5
SSP2;Guatemala;2070-2075;Female;86.5
SSP2;Guatemala;2075-2080;Female;87.4
SSP2;Guatemala;2080-2085;Female;88.4
SSP2;Guatemala;2085-2090;Female;89.4
SSP2;Guatemala;2090-2095;Female;90.3
SSP2;Guatemala;2095-2100;Female;91.3
SSP2;Guinea;2020-2025;Female;60.7
SSP2;Guinea;2025-2030;Female;62.5
SSP2;Guinea;2030-2035;Female;63.7
SSP2;Guinea;2035-2040;Female;64.9
SSP2;Guinea;2040-2045;Female;66.1
SSP2;Guinea;2045-2050;Female;67.2
SSP2;Guinea;2050-2055;Female;68.4
SSP2;Guinea;2055-2060;Female;69.6
SSP2;Guinea;2060-2065;Female;70.7
SSP2;Guinea;2065-2070;Female;71.9
SSP2;Guinea;2070-2075;Female;73
SSP2;Guinea;2075-2080;Female;74.1
SSP2;Guinea;2080-2085;Female;75.3
SSP2;Guinea;2085-2090;Female;76.5
SSP2;Guinea;2090-2095;Female;77.6
SSP2;Guinea;2095-2100;Female;78.8
SSP2;Guinea-Bissau;2020-2025;Female;62.1
SSP2;Guinea-Bissau;2025-2030;Female;63.8
SSP2;Guinea-Bissau;2030-2035;Female;64.7
SSP2;Guinea-Bissau;2035-2040;Female;65.5
SSP2;Guinea-Bissau;2040-2045;Female;66.3
SSP2;Guinea-Bissau;2045-2050;Female;67.2
SSP2;Guinea-Bissau;2050-2055;Female;68
SSP2;Guinea-Bissau;2055-2060;Female;68.8
SSP2;Guinea-Bissau;2060-2065;Female;69.7
SSP2;Guinea-Bissau;2065-2070;Female;70.5
SSP2;Guinea-Bissau;2070-2075;Female;71.3
SSP2;Guinea-Bissau;2075-2080;Female;72.2
SSP2;Guinea-Bissau;2080-2085;Female;73
SSP2;Guinea-Bissau;2085-2090;Female;73.8
SSP2;Guinea-Bissau;2090-2095;Female;74.7
SSP2;Guinea-Bissau;2095-2100;Female;75.5
SSP2;Guyana;2020-2025;Female;71.6
SSP2;Guyana;2025-2030;Female;74.3
SSP2;Guyana;2030-2035;Female;75.3
SSP2;Guyana;2035-2040;Female;76.3
SSP2;Guyana;2040-2045;Female;77.3
SSP2;Guyana;2045-2050;Female;78.4
SSP2;Guyana;2050-2055;Female;79.4
SSP2;Guyana;2055-2060;Female;80.4
SSP2;Guyana;2060-2065;Female;81.4
SSP2;Guyana;2065-2070;Female;82.5
SSP2;Guyana;2070-2075;Female;83.5
SSP2;Guyana;2075-2080;Female;84.5
SSP2;Guyana;2080-2085;Female;85.5
SSP2;Guyana;2085-2090;Female;86.5
SSP2;Guyana;2090-2095;Female;87.5
SSP2;Guyana;2095-2100;Female;88.5
SSP2;Haiti;2020-2025;Female;67
SSP2;Haiti;2025-2030;Female;68.6
SSP2;Haiti;2030-2035;Female;69.6
SSP2;Haiti;2035-2040;Female;70.5
SSP2;Haiti;2040-2045;Female;71.5
SSP2;Haiti;2045-2050;Female;72.4
SSP2;Haiti;2050-2055;Female;73.4
SSP2;Haiti;2055-2060;Female;74.3
SSP2;Haiti;2060-2065;Female;75.3
SSP2;Haiti;2065-2070;Female;76.3
SSP2;Haiti;2070-2075;Female;77.2
SSP2;Haiti;2075-2080;Female;78.2
SSP2;Haiti;2080-2085;Female;79.1
SSP2;Haiti;2085-2090;Female;80.1
SSP2;Haiti;2090-2095;Female;81
SSP2;Haiti;2095-2100;Female;82
SSP2;Honduras;2020-2025;Female;74.8
SSP2;Honduras;2025-2030;Female;77.5
SSP2;Honduras;2030-2035;Female;78.7
SSP2;Honduras;2035-2040;Female;79.8
SSP2;Honduras;2040-2045;Female;80.9
SSP2;Honduras;2045-2050;Female;82.1
SSP2;Honduras;2050-2055;Female;83.2
SSP2;Honduras;2055-2060;Female;84.4
SSP2;Honduras;2060-2065;Female;85.5
SSP2;Honduras;2065-2070;Female;86.6
SSP2;Honduras;2070-2075;Female;87.7
SSP2;Honduras;2075-2080;Female;88.8
SSP2;Honduras;2080-2085;Female;90
SSP2;Honduras;2085-2090;Female;91.1
SSP2;Honduras;2090-2095;Female;92.2
SSP2;Honduras;2095-2100;Female;93.3
SSP2;Hong Kong Special Administrative Region of China;2020-2025;Female;88.5
SSP2;Hong Kong Special Administrative Region of China;2025-2030;Female;89.8
SSP2;Hong Kong Special Administrative Region of China;2030-2035;Female;90.7
SSP2;Hong Kong Special Administrative Region of China;2035-2040;Female;91.7
SSP2;Hong Kong Special Administrative Region of China;2040-2045;Female;92.6
SSP2;Hong Kong Special Administrative Region of China;2045-2050;Female;93.5
SSP2;Hong Kong Special Administrative Region of China;2050-2055;Female;94.4
SSP2;Hong Kong Special Administrative Region of China;2055-2060;Female;95.3
SSP2;Hong Kong Special Administrative Region of China;2060-2065;Female;96.2
SSP2;Hong Kong Special Administrative Region of China;2065-2070;Female;97.1
SSP2;Hong Kong Special Administrative Region of China;2070-2075;Female;98
SSP2;Hong Kong Special Administrative Region of China;2075-2080;Female;98.7
SSP2;Hong Kong Special Administrative Region of China;2080-2085;Female;99.4
SSP2;Hong Kong Special Administrative Region of China;2085-2090;Female;100
SSP2;Hong Kong Special Administrative Region of China;2090-2095;Female;100.6
SSP2;Hong Kong Special Administrative Region of China;2095-2100;Female;101.2
SSP2;Hungary;2020-2025;Female;79.4
SSP2;Hungary;2025-2030;Female;81.4
SSP2;Hungary;2030-2035;Female;82.5
SSP2;Hungary;2035-2040;Female;83.5
SSP2;Hungary;2040-2045;Female;84.5
SSP2;Hungary;2045-2050;Female;85.5
