Scenario;Area;Period;Sex;Years
SSP3;Tunisia;2065-2070;Male;78
SSP3;Tunisia;2070-2075;Male;78.5
SSP3;Tunisia;2075-2080;Male;79.1
SSP3;Tunisia;2080-2085;Male;79.6
SSP3;Tunisia;2085-2090;Male;80.1
SSP3;Tunisia;2090-2095;Male;80.6
SSP3;Tunisia;2095-2100;Male;81.1
SSP3;Turkey;2020-2025;Male;73.7
SSP3;Turkey;2025-2030;Male;74.8
SSP3;Turkey;2030-2035;Male;75.2
SSP3;Turkey;2035-2040;Male;75.5
SSP3;Turkey;2040-2045;Male;75.9
SSP3;Turkey;2045-2050;Male;76.2
SSP3;Turkey;2050-2055;Male;76.5
SSP3;Turkey;2055-2060;Male;76.9
SSP3;Turkey;2060-2065;Male;77.2
SSP3;Turkey;2065-2070;Male;77.5
SSP3;Turkey;2070-2075;Male;77.8
SSP3;Turkey;2075-2080;Male;78.1
SSP3;Turkey;2080-2085;Male;78.4
SSP3;Turkey;2085-2090;Male;78.7
SSP3;Turkey;2090-2095;Male;79
SSP3;Turkey;2095-2100;Male;79.3
SSP3;Turkmenistan;2020-2025;Male;66
SSP3;Turkmenistan;2025-2030;Male;66.6
SSP3;Turkmenistan;2030-2035;Male;67.2
SSP3;Turkmenistan;2035-2040;Male;67.7
SSP3;Turkmenistan;2040-2045;Male;68.3
SSP3;Turkmenistan;2045-2050;Male;68.8
SSP3;Turkmenistan;2050-2055;Male;69.3
SSP3;Turkmenistan;2055-2060;Male;69.9
SSP3;Turkmenistan;2060-2065;Male;70.4
SSP3;Turkmenistan;2065-2070;Male;71
SSP3;Turkmenistan;2070-2075;Male;71.5
SSP3;Turkmenistan;2075-2080;Male;72.1
SSP3;Turkmenistan;2080-2085;Male;72.6
SSP3;Turkmenistan;2085-2090;Male;73.1
SSP3;Turkmenistan;2090-2095;Male;73.7
SSP3;Turkmenistan;2095-2100;Male;74.2
SSP3;Uganda;2020-2025;Male;58.5
SSP3;Uganda;2025-2030;Male;56.8
SSP3;Uganda;2030-2035;Male;57
SSP3;Uganda;2035-2040;Male;57.3
SSP3;Uganda;2040-2045;Male;57.5
SSP3;Uganda;2045-2050;Male;57.7
SSP3;Uganda;2050-2055;Male;57.8
SSP3;Uganda;2055-2060;Male;58
SSP3;Uganda;2060-2065;Male;58.2
SSP3;Uganda;2065-2070;Male;58.3
SSP3;Uganda;2070-2075;Male;58.5
SSP3;Uganda;2075-2080;Male;58.7
SSP3;Uganda;2080-2085;Male;59
SSP3;Uganda;2085-2090;Male;59.2
SSP3;Uganda;2090-2095;Male;59.4
SSP3;Uganda;2095-2100;Male;59.7
SSP3;Ukraine;2020-2025;Male;66.5
SSP3;Ukraine;2025-2030;Male;70
SSP3;Ukraine;2030-2035;Male;70.6
SSP3;Ukraine;2035-2040;Male;71.1
SSP3;Ukraine;2040-2045;Male;71.6
SSP3;Ukraine;2045-2050;Male;72.1
SSP3;Ukraine;2050-2055;Male;72.6
SSP3;Ukraine;2055-2060;Male;73.2
SSP3;Ukraine;2060-2065;Male;73.7
SSP3;Ukraine;2065-2070;Male;74.2
SSP3;Ukraine;2070-2075;Male;74.7
SSP3;Ukraine;2075-2080;Male;75.2
SSP3;Ukraine;2080-2085;Male;75.7
SSP3;Ukraine;2085-2090;Male;76.2
SSP3;Ukraine;2090-2095;Male;76.7
SSP3;Ukraine;2095-2100;Male;77.2
SSP3;United Arab Emirates;2020-2025;Male;77.7
SSP3;United Arab Emirates;2025-2030;Male;78.9
SSP3;United Arab Emirates;2030-2035;Male;79.3
SSP3;United Arab Emirates;2035-2040;Male;79.7
SSP3;United Arab Emirates;2040-2045;Male;80.1
SSP3;United Arab Emirates;2045-2050;Male;80.5
SSP3;United Arab Emirates;2050-2055;Male;80.9
SSP3;United Arab Emirates;2055-2060;Male;81.3
SSP3;United Arab Emirates;2060-2065;Male;81.7
SSP3;United Arab Emirates;2065-2070;Male;82
SSP3;United Arab Emirates;2070-2075;Male;82.4
SSP3;United Arab Emirates;2075-2080;Male;82.7
SSP3;United Arab Emirates;2080-2085;Male;83.1
SSP3;United Arab Emirates;2085-2090;Male;83.5
SSP3;United Arab Emirates;2090-2095;Male;83.8
SSP3;United Arab Emirates;2095-2100;Male;84.2
SSP3;United Kingdom of Great Britain and Northern Ireland;2020-2025;Male;79.4
SSP3;United Kingdom of Great Britain and Northern Ireland;2025-2030;Male;80.4
SSP3;United Kingdom of Great Britain and Northern Ireland;2030-2035;Male;81
SSP3;United Kingdom of Great Britain and Northern Ireland;2035-2040;Male;81.5
SSP3;United Kingdom of Great Britain and Northern Ireland;2040-2045;Male;82
SSP3;United Kingdom of Great Britain and Northern Ireland;2045-2050;Male;82.5
SSP3;United Kingdom of Great Britain and Northern Ireland;2050-2055;Male;83
SSP3;United Kingdom of Great Britain and Northern Ireland;2055-2060;Male;83.5
SSP3;United Kingdom of Great Britain and Northern Ireland;2060-2065;Male;84
SSP3;United Kingdom of Great Britain and Northern Ireland;2065-2070;Male;84.5
SSP3;United Kingdom of Great Britain and Northern Ireland;2070-2075;Male;85
SSP3;United Kingdom of Great Britain and Northern Ireland;2075-2080;Male;85.4
SSP3;United Kingdom of Great Britain and Northern Ireland;2080-2085;Male;85.9
SSP3;United Kingdom of Great Britain and Northern Ireland;2085-2090;Male;86.3
SSP3;United Kingdom of Great Britain and Northern Ireland;2090-2095;Male;86.8
SSP3;United Kingdom of Great Britain and Northern Ireland;2095-2100;Male;87.3
SSP3;United Republic of Tanzania;2020-2025;Male;62
SSP3;United Republic of Tanzania;2025-2030;Male;60.5
SSP3;United Republic of Tanzania;2030-2035;Male;60.8
SSP3;United Republic of Tanzania;2035-2040;Male;61.1
SSP3;United Republic of Tanzania;2040-2045;Male;61.4
SSP3;United Republic of Tanzania;2045-2050;Male;61.7
SSP3;United Republic of Tanzania;2050-2055;Male;62
SSP3;United Republic of Tanzania;2055-2060;Male;62.2
SSP3;United Republic of Tanzania;2060-2065;Male;62.5
SSP3;United Republic of Tanzania;2065-2070;Male;62.8
SSP3;United Republic of Tanzania;2070-2075;Male;63.1
SSP3;United Republic of Tanzania;2075-2080;Male;63.4
SSP3;United Republic of Tanzania;2080-2085;Male;63.7
SSP3;United Republic of Tanzania;2085-2090;Male;64
SSP3;United Republic of Tanzania;2090-2095;Male;64.1
SSP3;United Republic of Tanzania;2095-2100;Male;64.7
SSP3;United States Virgin Islands;2020-2025;Male;70.2
SSP3;United States Virgin Islands;2025-2030;Male;72
SSP3;United States Virgin Islands;2030-2035;Male;73.1
SSP3;United States Virgin Islands;2035-2040;Male;74.2
SSP3;United States Virgin Islands;2040-2045;Male;75.3
SSP3;United States Virgin Islands;2045-2050;Male;76.3
SSP3;United States Virgin Islands;2050-2055;Male;77.4
SSP3;United States Virgin Islands;2055-2060;Male;78.4
SSP3;United States Virgin Islands;2060-2065;Male;79.5
SSP3;United States Virgin Islands;2065-2070;Male;80.6
SSP3;United States Virgin Islands;2070-2075;Male;81.6
SSP3;United States Virgin Islands;2075-2080;Male;82.7
SSP3;United States Virgin Islands;2080-2085;Male;83.7
SSP3;United States Virgin Islands;2085-2090;Male;84.8
SSP3;United States Virgin Islands;2090-2095;Male;85.8
SSP3;United States Virgin Islands;2095-2100;Male;86.9
SSP3;United States of America;2020-2025;Male;75.7
SSP3;United States of America;2025-2030;Male;77.6
SSP3;United States of America;2030-2035;Male;78.2
SSP3;United States of America;2035-2040;Male;78.7
SSP3;United States of America;2040-2045;Male;79.3
SSP3;United States of America;2045-2050;Male;79.8
SSP3;United States of America;2050-2055;Male;80.3
SSP3;United States of America;2055-2060;Male;80.9
SSP3;United States of America;2060-2065;Male;81.4
SSP3;United States of America;2065-2070;Male;81.9
SSP3;United States of America;2070-2075;Male;82.4
SSP3;United States of America;2075-2080;Male;82.9
SSP3;United States of America;2080-2085;Male;83.4
SSP3;United States of America;2085-2090;Male;83.8
SSP3;United States of America;2090-2095;Male;84.3
SSP3;United States of America;2095-2100;Male;84.8
SSP3;Uruguay;2020-2025;Male;73.8
SSP3;Uruguay;2025-2030;Male;75
SSP3;Uruguay;2030-2035;Male;75.7
SSP3;Uruguay;2035-2040;Male;76.3
SSP3;Uruguay;2040-2045;Male;77
SSP3;Uruguay;2045-2050;Male;77.6
SSP3;Uruguay;2050-2055;Male;78.3
SSP3;Uruguay;2055-2060;Male;78.9
SSP3;Uruguay;2060-2065;Male;79.5
SSP3;Uruguay;2065-2070;Male;80
SSP3;Uruguay;2070-2075;Male;80.6
SSP3;Uruguay;2075-2080;Male;81.1
SSP3;Uruguay;2080-2085;Male;81.6
SSP3;Uruguay;2085-2090;Male;82.1
SSP3;Uruguay;2090-2095;Male;82.5
SSP3;Uruguay;2095-2100;Male;83
SSP3;Uzbekistan;2020-2025;Male;68.7
SSP3;Uzbekistan;2025-2030;Male;69.4
SSP3;Uzbekistan;2030-2035;Male;69.9
SSP3;Uzbekistan;2035-2040;Male;70.5
SSP3;Uzbekistan;2040-2045;Male;71
SSP3;Uzbekistan;2045-2050;Male;71.5
SSP3;Uzbekistan;2050-2055;Male;72
SSP3;Uzbekistan;2055-2060;Male;72.6
SSP3;Uzbekistan;2060-2065;Male;73.1
SSP3;Uzbekistan;2065-2070;Male;73.6
SSP3;Uzbekistan;2070-2075;Male;74.1
SSP3;Uzbekistan;2075-2080;Male;74.6
SSP3;Uzbekistan;2080-2085;Male;75.1
SSP3;Uzbekistan;2085-2090;Male;75.7
SSP3;Uzbekistan;2090-2095;Male;76.2
SSP3;Uzbekistan;2095-2100;Male;76.7
SSP3;Vanuatu;2020-2025;Male;68.4
SSP3;Vanuatu;2025-2030;Male;69
SSP3;Vanuatu;2030-2035;Male;69.5
SSP3;Vanuatu;2035-2040;Male;70.1
SSP3;Vanuatu;2040-2045;Male;70.7
SSP3;Vanuatu;2045-2050;Male;71.3
SSP3;Vanuatu;2050-2055;Male;71.8
SSP3;Vanuatu;2055-2060;Male;72.3
SSP3;Vanuatu;2060-2065;Male;72.8
SSP3;Vanuatu;2065-2070;Male;73.3
SSP3;Vanuatu;2070-2075;Male;73.8
SSP3;Vanuatu;2075-2080;Male;74.2
SSP3;Vanuatu;2080-2085;Male;74.6
SSP3;Vanuatu;2085-2090;Male;75.1
SSP3;Vanuatu;2090-2095;Male;75.5
SSP3;Vanuatu;2095-2100;Male;76
SSP3;Venezuela (Bolivarian Republic of);2020-2025;Male;67.8
SSP3;Venezuela (Bolivarian Republic of);2025-2030;Male;69.9
SSP3;Venezuela (Bolivarian Republic of);2030-2035;Male;70.8
SSP3;Venezuela (Bolivarian Republic of);2035-2040;Male;71.7
SSP3;Venezuela (Bolivarian Republic of);2040-2045;Male;72.6
SSP3;Venezuela (Bolivarian Republic of);2045-2050;Male;73.4
SSP3;Venezuela (Bolivarian Republic of);2050-2055;Male;74.3
SSP3;Venezuela (Bolivarian Republic of);2055-2060;Male;75.2
SSP3;Venezuela (Bolivarian Republic of);2060-2065;Male;76.1
SSP3;Venezuela (Bolivarian Republic of);2065-2070;Male;77
SSP3;Venezuela (Bolivarian Republic of);2070-2075;Male;77.8
SSP3;Venezuela (Bolivarian Republic of);2075-2080;Male;78.7
SSP3;Venezuela (Bolivarian Republic of);2080-2085;Male;79.6
SSP3;Venezuela (Bolivarian Republic of);2085-2090;Male;80.5
SSP3;Venezuela (Bolivarian Republic of);2090-2095;Male;81.3
SSP3;Venezuela (Bolivarian Republic of);2095-2100;Male;82.2
SSP3;Viet Nam;2020-2025;Male;70.2
SSP3;Viet Nam;2025-2030;Male;71.1
SSP3;Viet Nam;2030-2035;Male;72
SSP3;Viet Nam;2035-2040;Male;72.9
SSP3;Viet Nam;2040-2045;Male;73.8
SSP3;Viet Nam;2045-2050;Male;74.7
SSP3;Viet Nam;2050-2055;Male;75.6
SSP3;Viet Nam;2055-2060;Male;76.5
SSP3;Viet Nam;2060-2065;Male;77.4
SSP3;Viet Nam;2065-2070;Male;78.3
SSP3;Viet Nam;2070-2075;Male;79.2
SSP3;Viet Nam;2075-2080;Male;80.1
SSP3;Viet Nam;2080-2085;Male;81
SSP3;Viet Nam;2085-2090;Male;81.8
SSP3;Viet Nam;2090-2095;Male;82.7
SSP3;Viet Nam;2095-2100;Male;83.6
SSP3;Western Sahara;2020-2025;Male;68.8
SSP3;Western Sahara;2025-2030;Male;69
SSP3;Western Sahara;2030-2035;Male;69.4
SSP3;Western Sahara;2035-2040;Male;69.7
SSP3;Western Sahara;2040-2045;Male;70.1
SSP3;Western Sahara;2045-2050;Male;70.4
SSP3;Western Sahara;2050-2055;Male;70.7
SSP3;Western Sahara;2055-2060;Male;71
SSP3;Western Sahara;2060-2065;Male;71.3
SSP3;Western Sahara;2065-2070;Male;71.6
SSP3;Western Sahara;2070-2075;Male;71.9
SSP3;Western Sahara;2075-2080;Male;72.1
SSP3;Western Sahara;2080-2085;Male;72.4
SSP3;Western Sahara;2085-2090;Male;72.7
SSP3;Western Sahara;2090-2095;Male;72.9
SSP3;Western Sahara;2095-2100;Male;73.2
SSP3;World;2020-2025;Male;69
SSP3;World;2025-2030;Male;69.9
SSP3;World;2030-2035;Male;70.1
SSP3;World;2035-2040;Male;70.2
SSP3;World;2040-2045;Male;70.3
SSP3;World;2045-2050;Male;70.4
SSP3;World;2050-2055;Male;70.5
SSP3;World;2055-2060;Male;70.6
SSP3;World;2060-2065;Male;70.7
SSP3;World;2065-2070;Male;70.9
SSP3;World;2070-2075;Male;71.1
SSP3;World;2075-2080;Male;71.3
SSP3;World;2080-2085;Male;71.5
SSP3;World;2085-2090;Male;71.7
SSP3;World;2090-2095;Male;72
SSP3;World;2095-2100;Male;72.3
SSP3;Yemen;2020-2025;Male;61.3
SSP3;Yemen;2025-2030;Male;63.4
SSP3;Yemen;2030-2035;Male;63.8
SSP3;Yemen;2035-2040;Male;64.1
SSP3;Yemen;2040-2045;Male;64.3
SSP3;Yemen;2045-2050;Male;64.6
SSP3;Yemen;2050-2055;Male;64.8
SSP3;Yemen;2055-2060;Male;65.1
SSP3;Yemen;2060-2065;Male;65.4
SSP3;Yemen;2065-2070;Male;65.7
SSP3;Yemen;2070-2075;Male;66.1
SSP3;Yemen;2075-2080;Male;66.5
SSP3;Yemen;2080-2085;Male;66.9
SSP3;Yemen;2085-2090;Male;67.3
SSP3;Yemen;2090-2095;Male;67.8
SSP3;Yemen;2095-2100;Male;68.2
SSP3;Zambia;2020-2025;Male;57
SSP3;Zambia;2025-2030;Male;56
SSP3;Zambia;2030-2035;Male;56.2
SSP3;Zambia;2035-2040;Male;56.4
SSP3;Zambia;2040-2045;Male;56.6
SSP3;Zambia;2045-2050;Male;56.7
SSP3;Zambia;2050-2055;Male;56.9
SSP3;Zambia;2055-2060;Male;57
SSP3;Zambia;2060-2065;Male;57.2
SSP3;Zambia;2065-2070;Male;57.4
SSP3;Zambia;2070-2075;Male;57.5
SSP3;Zambia;2075-2080;Male;57.7
SSP3;Zambia;2080-2085;Male;57.9
SSP3;Zambia;2085-2090;Male;58
SSP3;Zambia;2090-2095;Male;58.2
SSP3;Zambia;2095-2100;Male;58.4
SSP3;Zimbabwe;2020-2025;Male;55.7
SSP3;Zimbabwe;2025-2030;Male;55.3
SSP3;Zimbabwe;2030-2035;Male;55.7
SSP3;Zimbabwe;2035-2040;Male;56.2
SSP3;Zimbabwe;2040-2045;Male;56.6
SSP3;Zimbabwe;2045-2050;Male;57
SSP3;Zimbabwe;2050-2055;Male;57.5
SSP3;Zimbabwe;2055-2060;Male;57.9
SSP3;Zimbabwe;2060-2065;Male;58.3
SSP3;Zimbabwe;2065-2070;Male;58.7
SSP3;Zimbabwe;2070-2075;Male;59.2
SSP3;Zimbabwe;2075-2080;Male;59.6
SSP3;Zimbabwe;2080-2085;Male;60
SSP3;Zimbabwe;2085-2090;Male;60.5
SSP3;Zimbabwe;2090-2095;Male;60.9
SSP3;Zimbabwe;2095-2100;Male;61.4
SSP3;Afghanistan;2020-2025;Female;65.1
SSP3;Afghanistan;2025-2030;Female;66.1
SSP3;Afghanistan;2030-2035;Female;66.2
SSP3;Afghanistan;2035-2040;Female;66.2
SSP3;Afghanistan;2040-2045;Female;66.2
SSP3;Afghanistan;2045-2050;Female;66.2
SSP3;Afghanistan;2050-2055;Female;66.2
SSP3;Afghanistan;2055-2060;Female;66.2
SSP3;Afghanistan;2060-2065;Female;66.1
SSP3;Afghanistan;2065-2070;Female;66
SSP3;Afghanistan;2070-2075;Female;66
SSP3;Afghanistan;2075-2080;Female;66
SSP3;Afghanistan;2080-2085;Female;66.1
SSP3;Afghanistan;2085-2090;Female;66.1
SSP3;Afghanistan;2090-2095;Female;66.2
SSP3;Afghanistan;2095-2100;Female;66.2
SSP3;Albania;2020-2025;Female;80.1
SSP3;Albania;2025-2030;Female;82.6
SSP3;Albania;2030-2035;Female;83.1
SSP3;Albania;2035-2040;Female;83.6
SSP3;Albania;2040-2045;Female;84.1
SSP3;Albania;2045-2050;Female;84.6
SSP3;Albania;2050-2055;Female;85.1
SSP3;Albania;2055-2060;Female;85.6
SSP3;Albania;2060-2065;Female;86.1
SSP3;Albania;2065-2070;Female;86.6
SSP3;Albania;2070-2075;Female;87.1
SSP3;Albania;2075-2080;Female;87.6
SSP3;Albania;2080-2085;Female;88.1
SSP3;Albania;2085-2090;Female;88.5
SSP3;Albania;2090-2095;Female;89
SSP3;Albania;2095-2100;Female;89.5
SSP3;Algeria;2020-2025;Female;77.3
SSP3;Algeria;2025-2030;Female;78.1
SSP3;Algeria;2030-2035;Female;78.6
SSP3;Algeria;2035-2040;Female;79.1
SSP3;Algeria;2040-2045;Female;79.5
SSP3;Algeria;2045-2050;Female;80
SSP3;Algeria;2050-2055;Female;80.5
SSP3;Algeria;2055-2060;Female;80.9
SSP3;Algeria;2060-2065;Female;81.4
SSP3;Algeria;2065-2070;Female;81.9
SSP3;Algeria;2070-2075;Female;82.3
SSP3;Algeria;2075-2080;Female;82.8
SSP3;Algeria;2080-2085;Female;83.2
SSP3;Algeria;2085-2090;Female;83.7
SSP3;Algeria;2090-2095;Female;84.2
SSP3;Algeria;2095-2100;Female;84.6
SSP3;Angola;2020-2025;Female;64.2
SSP3;Angola;2025-2030;Female;64.7
SSP3;Angola;2030-2035;Female;64.9
SSP3;Angola;2035-2040;Female;65.1
SSP3;Angola;2040-2045;Female;65.2
SSP3;Angola;2045-2050;Female;65.3
SSP3;Angola;2050-2055;Female;65.4
SSP3;Angola;2055-2060;Female;65.5
SSP3;Angola;2060-2065;Female;65.6
SSP3;Angola;2065-2070;Female;65.7
SSP3;Angola;2070-2075;Female;65.8
SSP3;Angola;2075-2080;Female;65.9
SSP3;Angola;2080-2085;Female;66.1
SSP3;Angola;2085-2090;Female;66.2
SSP3;Angola;2090-2095;Female;66.3
SSP3;Angola;2095-2100;Female;66.5
SSP3;Antigua and Barbuda;2020-2025;Female;80.8
SSP3;Antigua and Barbuda;2025-2030;Female;80.8
SSP3;Antigua and Barbuda;2030-2035;Female;80.8
SSP3;Antigua and Barbuda;2035-2040;Female;80.7
SSP3;Antigua and Barbuda;2040-2045;Female;80.7
SSP3;Antigua and Barbuda;2045-2050;Female;80.6
SSP3;Antigua and Barbuda;2050-2055;Female;80.5
SSP3;Antigua and Barbuda;2055-2060;Female;80.4
SSP3;Antigua and Barbuda;2060-2065;Female;80.4
SSP3;Antigua and Barbuda;2065-2070;Female;80.3
SSP3;Antigua and Barbuda;2070-2075;Female;80.3
SSP3;Antigua and Barbuda;2075-2080;Female;80.2
SSP3;Antigua and Barbuda;2080-2085;Female;80.1
SSP3;Antigua and Barbuda;2085-2090;Female;80.1
SSP3;Antigua and Barbuda;2090-2095;Female;80
SSP3;Antigua and Barbuda;2095-2100;Female;80
SSP3;Argentina;2020-2025;Female;79.8
SSP3;Argentina;2025-2030;Female;81.4
SSP3;Argentina;2030-2035;Female;82
SSP3;Argentina;2035-2040;Female;82.5
SSP3;Argentina;2040-2045;Female;83.1
SSP3;Argentina;2045-2050;Female;83.7
SSP3;Argentina;2050-2055;Female;84.2
SSP3;Argentina;2055-2060;Female;84.7
SSP3;Argentina;2060-2065;Female;85.2
SSP3;Argentina;2065-2070;Female;85.7
SSP3;Argentina;2070-2075;Female;86.2
SSP3;Argentina;2075-2080;Female;86.6
SSP3;Argentina;2080-2085;Female;87
SSP3;Argentina;2085-2090;Female;87.4
SSP3;Argentina;2090-2095;Female;87.8
SSP3;Argentina;2095-2100;Female;88.2
SSP3;Armenia;2020-2025;Female;78.4
SSP3;Armenia;2025-2030;Female;80.2
SSP3;Armenia;2030-2035;Female;80.6
SSP3;Armenia;2035-2040;Female;81
SSP3;Armenia;2040-2045;Female;81.4
SSP3;Armenia;2045-2050;Female;81.8
SSP3;Armenia;2050-2055;Female;82.2
SSP3;Armenia;2055-2060;Female;82.6
SSP3;Armenia;2060-2065;Female;83
SSP3;Armenia;2065-2070;Female;83.4
SSP3;Armenia;2070-2075;Female;83.8
SSP3;Armenia;2075-2080;Female;84.3
SSP3;Armenia;2080-2085;Female;84.7
SSP3;Armenia;2085-2090;Female;85.1
SSP3;Armenia;2090-2095;Female;85.5
SSP3;Armenia;2095-2100;Female;85.9
SSP3;Aruba;2020-2025;Female;78.3
SSP3;Aruba;2025-2030;Female;79.9
SSP3;Aruba;2030-2035;Female;80.4
SSP3;Aruba;2035-2040;Female;81
SSP3;Aruba;2040-2045;Female;81.6
SSP3;Aruba;2045-2050;Female;82.1
SSP3;Aruba;2050-2055;Female;82.7
SSP3;Aruba;2055-2060;Female;83.3
SSP3;Aruba;2060-2065;Female;83.8
SSP3;Aruba;2065-2070;Female;84.4
SSP3;Aruba;2070-2075;Female;84.9
SSP3;Aruba;2075-2080;Female;85.5
SSP3;Aruba;2080-2085;Female;86
SSP3;Aruba;2085-2090;Female;86.6
SSP3;Aruba;2090-2095;Female;87.1
SSP3;Aruba;2095-2100;Female;87.7
SSP3;Australia;2020-2025;Female;85.8
SSP3;Australia;2025-2030;Female;86.2
SSP3;Australia;2030-2035;Female;86.8
SSP3;Australia;2035-2040;Female;87.3
SSP3;Australia;2040-2045;Female;87.9
SSP3;Australia;2045-2050;Female;88.5
SSP3;Australia;2050-2055;Female;89
SSP3;Australia;2055-2060;Female;89.6
SSP3;Australia;2060-2065;Female;90.2
SSP3;Australia;2065-2070;Female;90.7
SSP3;Australia;2070-2075;Female;91.3
SSP3;Australia;2075-2080;Female;91.8
SSP3;Australia;2080-2085;Female;92.4
SSP3;Australia;2085-2090;Female;92.9
SSP3;Australia;2090-2095;Female;93.5
SSP3;Australia;2095-2100;Female;94
SSP3;Austria;2020-2025;Female;84.4
SSP3;Austria;2025-2030;Female;85.1
SSP3;Austria;2030-2035;Female;85.7
SSP3;Austria;2035-2040;Female;86.2
SSP3;Austria;2040-2045;Female;86.8
SSP3;Austria;2045-2050;Female;87.4
SSP3;Austria;2050-2055;Female;88
SSP3;Austria;2055-2060;Female;88.5
SSP3;Austria;2060-2065;Female;89.1
SSP3;Austria;2065-2070;Female;89.7
SSP3;Austria;2070-2075;Female;90.2
SSP3;Austria;2075-2080;Female;90.8
SSP3;Austria;2080-2085;Female;91.3
SSP3;Austria;2085-2090;Female;91.8
SSP3;Austria;2090-2095;Female;92.4
SSP3;Austria;2095-2100;Female;92.9
SSP3;Azerbaijan;2020-2025;Female;74.4
SSP3;Azerbaijan;2025-2030;Female;76.4
SSP3;Azerbaijan;2030-2035;Female;76.9
SSP3;Azerbaijan;2035-2040;Female;77.3
SSP3;Azerbaijan;2040-2045;Female;77.7
SSP3;Azerbaijan;2045-2050;Female;78.2
SSP3;Azerbaijan;2050-2055;Female;78.6
SSP3;Azerbaijan;2055-2060;Female;79
SSP3;Azerbaijan;2060-2065;Female;79.5
SSP3;Azerbaijan;2065-2070;Female;79.9
SSP3;Azerbaijan;2070-2075;Female;80.4
SSP3;Azerbaijan;2075-2080;Female;80.8
SSP3;Azerbaijan;2080-2085;Female;81.2
SSP3;Azerbaijan;2085-2090;Female;81.7
SSP3;Azerbaijan;2090-2095;Female;82.1
SSP3;Azerbaijan;2095-2100;Female;82.6
SSP3;Bahamas;2020-2025;Female;76.7
SSP3;Bahamas;2025-2030;Female;77.8
SSP3;Bahamas;2030-2035;Female;78.5
SSP3;Bahamas;2035-2040;Female;79.2
SSP3;Bahamas;2040-2045;Female;79.9
SSP3;Bahamas;2045-2050;Female;80.6
SSP3;Bahamas;2050-2055;Female;81.2
SSP3;Bahamas;2055-2060;Female;81.9
SSP3;Bahamas;2060-2065;Female;82.6
SSP3;Bahamas;2065-2070;Female;83.3
SSP3;Bahamas;2070-2075;Female;84
SSP3;Bahamas;2075-2080;Female;84.7
SSP3;Bahamas;2080-2085;Female;85.4
SSP3;Bahamas;2085-2090;Female;86.1
SSP3;Bahamas;2090-2095;Female;86.8
SSP3;Bahamas;2095-2100;Female;87.5
SSP3;Bahrain;2020-2025;Female;80.8
SSP3;Bahrain;2025-2030;Female;81.9
SSP3;Bahrain;2030-2035;Female;82.3
SSP3;Bahrain;2035-2040;Female;82.6
SSP3;Bahrain;2040-2045;Female;82.9
SSP3;Bahrain;2045-2050;Female;83.2
SSP3;Bahrain;2050-2055;Female;83.6
SSP3;Bahrain;2055-2060;Female;83.9
SSP3;Bahrain;2060-2065;Female;84.2
SSP3;Bahrain;2065-2070;Female;84.6
SSP3;Bahrain;2070-2075;Female;84.9
SSP3;Bahrain;2075-2080;Female;85.2
SSP3;Bahrain;2080-2085;Female;85.5
SSP3;Bahrain;2085-2090;Female;85.8
SSP3;Bahrain;2090-2095;Female;86.2
SSP3;Bahrain;2095-2100;Female;86.5
SSP3;Bangladesh;2020-2025;Female;74.3
SSP3;Bangladesh;2025-2030;Female;75
SSP3;Bangladesh;2030-2035;Female;75.5
SSP3;Bangladesh;2035-2040;Female;75.9
SSP3;Bangladesh;2040-2045;Female;76.4
SSP3;Bangladesh;2045-2050;Female;76.8
SSP3;Bangladesh;2050-2055;Female;77.3
SSP3;Bangladesh;2055-2060;Female;77.8
SSP3;Bangladesh;2060-2065;Female;78.2
SSP3;Bangladesh;2065-2070;Female;78.7
SSP3;Bangladesh;2070-2075;Female;79.1
SSP3;Bangladesh;2075-2080;Female;79.5
SSP3;Bangladesh;2080-2085;Female;80
SSP3;Bangladesh;2085-2090;Female;80.4
SSP3;Bangladesh;2090-2095;Female;80.8
SSP3;Bangladesh;2095-2100;Female;81.3
SSP3;Barbados;2020-2025;Female;79.5
SSP3;Barbados;2025-2030;Female;80.3
SSP3;Barbados;2030-2035;Female;81
SSP3;Barbados;2035-2040;Female;81.7
SSP3;Barbados;2040-2045;Female;82.4
SSP3;Barbados;2045-2050;Female;83.1
SSP3;Barbados;2050-2055;Female;83.8
SSP3;Barbados;2055-2060;Female;84.5
SSP3;Barbados;2060-2065;Female;85.2
SSP3;Barbados;2065-2070;Female;85.9
SSP3;Barbados;2070-2075;Female;86.6
SSP3;Barbados;2075-2080;Female;87.3
SSP3;Barbados;2080-2085;Female;88
SSP3;Barbados;2085-2090;Female;88.6
SSP3;Barbados;2090-2095;Female;89.3
SSP3;Barbados;2095-2100;Female;89.9
SSP3;Belarus;2020-2025;Female;78.5
SSP3;Belarus;2025-2030;Female;80.1
SSP3;Belarus;2030-2035;Female;80.5
SSP3;Belarus;2035-2040;Female;81
SSP3;Belarus;2040-2045;Female;81.4
SSP3;Belarus;2045-2050;Female;81.9
SSP3;Belarus;2050-2055;Female;82.3
SSP3;Belarus;2055-2060;Female;82.8
SSP3;Belarus;2060-2065;Female;83.2
SSP3;Belarus;2065-2070;Female;83.7
SSP3;Belarus;2070-2075;Female;84.2
SSP3;Belarus;2075-2080;Female;84.6
SSP3;Belarus;2080-2085;Female;85.1
SSP3;Belarus;2085-2090;Female;85.5
