"iso3","year","conflict","trade","exp_health","exp_edu"
"MDG",1998,0,-2.64877928659229,-0.605297148670956,-1.30065059692146
"MDG",1999,0,-2.58641521779143,-0.549449880772951,-1.3218066021371
"MDG",2000,0,-2.55551399738807,-0.745116412684863,-1.34425675970542
"MDG",2001,0,-2.58454538386235,-0.75246319535622,-1.21625979302834
"MDG",2002,1,-2.4395472167699,-0.802032813306765,-1.17668263184938
"MDG",2003,0,-2.70923531653044,-0.537191382390906,-0.946502237749846
"MDG",2004,0,-2.46071446976522,-0.669132012784671,-1.31708919043849
"MDG",2005,0,-2.31296582036158,-0.860898541969745,-1.19269000755245
"MDG",2006,0,-2.27367716613911,-0.750282252276018,-1.1236011870712
"MDG",2007,0,-2.21525198805116,-0.79761893767126,-1.29472755227149
"MDG",2008,0,-2.12370818117311,-0.776765033097037,-1.21066345485606
"MDG",2009,1,-2.26966648623318,-0.961689098589588,-0.993082558763986
"MDG",2010,0,-2.32994182330643,-0.699428084957381,-1.0494205661566
"MDG",2011,0,-2.34904683964014,-0.644377112507229,-1.10506354524415
"MDG",2012,0,-2.40325542616357,-0.516418115377118,-1.17656811564673
"MDG",2013,0,-2.35064608105,-0.595325673426766,-0.825020465840641
"MDG",2014,0,-2.27541358381038,-0.702185660701729,-0.713982127316645
"MDG",2015,0,-2.28520906100999,-0.632717313203801,-0.958349065703503
"MDG",2016,0,-2.29028334673965,-0.422748555498096,-1.26210470139656
"MDG",2017,0,-2.23223237193467,-0.506477128111509,-1.1386255365318
"MDG",2018,0,-2.20120296597542,-0.544005006522561,-0.885554589780894
"MDG",2019,0,-2.26721056183857,-0.512439540239774,-0.808084103048891
"MDG",2020,0,-2.45714606786108,-0.471706759522196,-0.687714847512498
"MDG",2021,0,-2.37740846448837,-0.433132716051389,-0.905198397822844
"MWI",1990,0,-2.22069059182248,-0.578629313088963,-1.72802815649781
"MWI",1991,0,-2.10431071937068,-0.733622170297993,-1.17400502332079
"MWI",1992,0,-2.13876089990192,-0.774788728638576,-1.1553289596481
"MWI",1993,0,-2.14474090939578,-0.851931724347718,-1.2311171694716
"MWI",1994,0,-2.22921106665333,-0.635565945883001,-1.30449910920348
"MWI",1995,0,-2.17460153647865,-0.73426815542966,-1.18485033203231
"MWI",1996,0,-2.02960788245745,-0.656314538753084,-1.27526687071148
"MWI",1997,0,-2.24265241929783,-0.662054640964135,-1.19042531045072
"MWI",1998,0,-2.14257495286439,-0.715204501284592,-1.06589442140963
"MWI",1999,0,-2.24794695249435,-0.833636983339448,-1.19548575371712
"MWI",2000,0,-2.25752352252752,-0.691389271943299,-0.868220266938908
"MWI",2001,0,-2.19980564174265,-0.537768305130186,-1.11270710384954
"MWI",2002,0,-1.92749199862536,-0.794219661339992,-1.21065180359073
"MWI",2003,0,-2.16533582055124,-0.598869735569722,-1.14441547457826
"MWI",2004,0,-2.13308628368671,-0.704913213718017,-0.926888350055251
"MWI",2005,0,-2.2961176430759,-0.554941129518878,-0.956883118598607
"MWI",2006,0,-2.03829539743467,-0.805240381016651,-0.926678733406709
"MWI",2007,0,-2.05773137174214,-0.705909283342392,-1.14846696130134
"MWI",2008,0,-2.06397712440551,-0.833335510433663,-1.05672345012149
"MWI",2009,0,-2.02738222649306,-0.894111230426357,-0.693429321566972
"MWI",2010,0,-2.31150783482912,-0.552599194374213,-0.95146267284537
"MWI",2011,0,-1.93600377453008,-0.956841223413335,-0.823709071141032
"MWI",2012,0,-2.10382340769666,-0.625072101047635,-0.925354206715322
"MWI",2013,0,-2.37448773490297,-0.608794039720199,-0.831699872795408
"MWI",2014,0,-1.94718502461039,-1.11830321038584,-0.710541848087295
"MWI",2015,0,-2.14603858806086,-0.533868765780282,-0.964690375514058
